Subdate,Variety,SampleID,d15N,Namount,TrayName,SampleWeight
10/8/13,Mo17,EVO1C-1-5-1,3.49,85.17,EVO-PROJ-2,2.7
10/8/13,Mo17,EVO1C-1-5-2,4.9,66.28,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-1-5-3,4.74,72.06,EVO-PROJ-2,2.6
10/8/13,Mo17,EVO1C-1-6-1,3.56,91.47,EVO-PROJ-2,2.9
10/8/13,Mo17,EVO1C-1-6-2,3.06,110.89,EVO-PROJ-2,3.7
10/8/13,Mo17,EVO1C-1-6-3,3.07,104.06,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-1-7-1,2.73,157.59,EVO-PROJ-2,4.1
10/8/13,Mo17,EVO1C-1-7-2,3.06,121.38,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-1-7-3,2.1,148.67,EVO-PROJ-2,3.9
10/8/13,Mo17,EVO1C-2-1-1,3.83,135.02,EVO-PROJ-2,3.6
10/8/13,Mo17,EVO1C-2-1-2,3.41,106.69,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-2-1-3,3.76,164.93,EVO-PROJ-2,4.4
10/8/13,Mo17,EVO1C-2-2-1,4.17,127.15,EVO-PROJ-2,3.5
10/8/13,Mo17,EVO1C-2-2-2,5.65,108.79,EVO-PROJ-2,2.8
10/8/13,Mo17,EVO1C-2-2-3,5.19,80.45,EVO-PROJ-2,2.1
10/8/13,Mo17,EVO1C-2-3-1,5.74,118.56,EVO-PROJ-3,2.7
10/8/13,Mo17,EVO1C-2-3-2,5.76,137.16,EVO-PROJ-3,3.3
10/8/13,Mo17,EVO1C-2-3-3,5.5,177.23,EVO-PROJ-3,3.9
10/8/13,Mo17,EVO1C-2-4-1,4,131.44,EVO-PROJ-3,3.1
10/8/13,Mo17,EVO1C-2-4-2,3.52,117.12,EVO-PROJ-3,2.9
10/8/13,Mo17,EVO1C-2-4-3,4.21,161.96,EVO-PROJ-3,3.8
10/8/13,Mo17,EVO1C-2-5-1,3.81,96.61,EVO-PROJ-3,2.7
10/8/13,Mo17,EVO1C-2-5-2,3.62,91.37,EVO-PROJ-3,2.8
10/8/13,Mo17,EVO1C-2-5-3,3.6,97.09,EVO-PROJ-3,2.8
10/8/13,Mo17,EVO1C-2-6-1,4.87,83.73,EVO-PROJ-3,2.6
10/8/13,Mo17,EVO1C-2-6-2,5.42,130.96,EVO-PROJ-3,3
10/8/13,Mo17,EVO1C-2-6-3,5.46,102.34,EVO-PROJ-3,2.7
10/8/13,Mo17,EVO1C-2-7-1,5.83,79.92,EVO-PROJ-3,2.4
10/8/13,Mo17,EVO1C-2-7-2,5.65,108.06,EVO-PROJ-3,3.8
10/8/13,Mo17,EVO1C-2-7-3,5.33,101.86,EVO-PROJ-3,3.5
10/8/13,Mo17,EVO1C-3-1-1,5.69,170.07,EVO-PROJ-3,3.9
10/8/13,Mo17,EVO1C-3-1-2,5.24,144.79,EVO-PROJ-3,3.4
10/8/13,Mo17,EVO1C-3-1-3,5.25,171.98,EVO-PROJ-3,3.9
10/8/13,Mo17,EVO1C-3-2-1,5.68,143.36,EVO-PROJ-3,3.6
10/8/13,Mo17,EVO1C-3-2-2,5.73,158.62,EVO-PROJ-3,4
10/8/13,Mo17,EVO1C-3-2-3,5.73,166.26,EVO-PROJ-3,4.4
10/8/13,Mo17,EVO1C-3-3-1,5.3,135.73,EVO-PROJ-3,3.3
10/8/13,Mo17,EVO1C-3-3-2,5.55,120.94,EVO-PROJ-3,2.6
10/8/13,Mo17,EVO1C-3-3-3,4.96,162.92,EVO-PROJ-3,4
10/8/13,Mo17,EVO1C-3-4-1,4.56,124.76,EVO-PROJ-3,3.2
10/8/13,Mo17,EVO1C-3-4-2,4.29,157.19,EVO-PROJ-3,4.1
10/8/13,Mo17,EVO1C-3-4-3,4.7,159.58,EVO-PROJ-3,4.2
10/8/13,Mo17,EVO1C-3-5-1,4.62,160.06,EVO-PROJ-3,3.5
10/8/13,Mo17,EVO1C-3-5-2,4.87,155.29,EVO-PROJ-3,3.8
10/8/13,Mo17,EVO1C-3-5-3,4.57,135.73,EVO-PROJ-3,3.1
10/8/13,Mo17,EVO1C-4-1-1,3.46,152.9,EVO-PROJ-3,3.6
10/8/13,Mo17,EVO1C-4-1-2,3.66,124.76,EVO-PROJ-3,3
10/8/13,Mo17,EVO1C-4-1-3,3.53,179.61,EVO-PROJ-3,4.4
10/8/13,Mo17,EVO1C-4-2-1,5.4,104.72,EVO-PROJ-3,3.1
10/8/13,Mo17,EVO1C-4-2-2,5.08,135.25,EVO-PROJ-3,3.4
10/8/13,Mo17,EVO1C-4-2-3,5.13,167.21,EVO-PROJ-3,4.5
10/8/13,Mo17,EVO1C-4-3-1,4.22,160.06,EVO-PROJ-3,3.8
10/8/13,Mo17,EVO1C-4-3-2,4.38,172.46,EVO-PROJ-3,4
10/8/13,Mo17,EVO1C-4-3-3,4.17,192.97,EVO-PROJ-3,4.5
10/8/13,Mo17,EVO1C-4-4-1,6.24,87.55,EVO-PROJ-3,2.9
10/8/13,Mo17,EVO1C-4-4-2,6.22,88.98,EVO-PROJ-3,2.8
10/8/13,Mo17,EVO1C-4-4-3,5.72,111.88,EVO-PROJ-3,3.4
10/29/13,San Cristobal Lachirioag,EVO4D-1-1-1,1.01,94.12,EVO-PROJ-11,2.5
10/29/13,San Cristobal Lachirioag,EVO4D-1-1-2,1.07,134.29,EVO-PROJ-11,3.9
10/29/13,San Cristobal Lachirioag,EVO4D-1-1-3,0.92,98.23,EVO-PROJ-11,2.5
11/14/13,San Cristobal Lachirioag,EVO4D-1-2-1,7.57,84.66,EVO-PROJ-12,2.7
11/14/13,San Cristobal Lachirioag,EVO4D-1-2-2,6.77,132.08,EVO-PROJ-12,4.5
11/14/13,San Cristobal Lachirioag,EVO4D-1-2-3,6.67,111.83,EVO-PROJ-12,4
11/14/13,San Cristobal Lachirioag,EVO4D-1-3-1,5.96,126.22,EVO-PROJ-12,4.1
11/14/13,San Cristobal Lachirioag,EVO4D-1-3-2,6.34,96.07,EVO-PROJ-12,3.2
11/14/13,San Cristobal Lachirioag,EVO4D-1-3-3,6.19,100.17,EVO-PROJ-12,3.7
11/14/13,San Cristobal Lachirioag,EVO4D-1-4-1,3.75,145.06,EVO-PROJ-12,4.7
11/14/13,San Cristobal Lachirioag,EVO4D-1-4-2,3.88,118.82,EVO-PROJ-12,4.1
11/14/13,San Cristobal Lachirioag,EVO4D-1-4-3,4.32,91.94,EVO-PROJ-12,3.2
11/14/13,San Cristobal Lachirioag,EVO4D-1-5-1,1.7,97.61,EVO-PROJ-12,3.1
11/14/13,San Cristobal Lachirioag,EVO4D-1-5-2,1.52,113.83,EVO-PROJ-12,3.4
11/14/13,San Cristobal Lachirioag,EVO4D-1-5-3,1.59,105.77,EVO-PROJ-12,3.2
11/14/13,San Cristobal Lachirioag,EVO4D-2-1-1,3.51,97.1,EVO-PROJ-12,3.4
11/14/13,San Cristobal Lachirioag,EVO4D-2-1-2,3.55,111.83,EVO-PROJ-12,4
11/14/13,San Cristobal Lachirioag,EVO4D-2-1-3,3.45,119.81,EVO-PROJ-12,3.9
11/8/13,San Cristobal Lachirioag,EVO4D-2-2-1,2.61,82.39,Evo-Proj-Prio-1,3
11/8/13,San Cristobal Lachirioag,EVO4D-2-2-2,2.45,79.2,Evo-Proj-Prio-1,2.8
11/8/13,San Cristobal Lachirioag,EVO4D-2-2-3,2.26,80.26,Evo-Proj-Prio-1,2.6
11/8/13,San Cristobal Lachirioag,EVO4D-2-3-1,5.86,106.84,Evo-Proj-Prio-1,4.4
11/8/13,San Cristobal Lachirioag,EVO4D-2-3-2,5.62,94.08,Evo-Proj-Prio-1,3.7
11/8/13,San Cristobal Lachirioag,EVO4D-2-3-3,5.86,116.94,Evo-Proj-Prio-1,4.8
11/8/13,San Cristobal Lachirioag,EVO4D-2-4-1,8.14,70.69,Evo-Proj-Prio-1,3.1
11/8/13,San Cristobal Lachirioag,EVO4D-2-4-2,8.48,79.2,Evo-Proj-Prio-1,3.4
11/8/13,San Cristobal Lachirioag,EVO4D-2-4-3,8.27,75.48,Evo-Proj-Prio-1,3.2
11/8/13,San Cristobal Lachirioag,EVO4D-2-5-1,3.32,86.64,Evo-Proj-Prio-1,3.6
11/8/13,San Cristobal Lachirioag,EVO4D-2-5-2,3.2,82.39,Evo-Proj-Prio-1,3.3
11/8/13,San Cristobal Lachirioag,EVO4D-2-5-3,3.45,93.55,Evo-Proj-Prio-1,3.7
11/8/13,San Cristobal Lachirioag,EVO4D-2-6-1,3.19,101.52,Evo-Proj-Prio-1,3.3
11/8/13,San Cristobal Lachirioag,EVO4D-2-6-2,3.23,78.67,Evo-Proj-Prio-1,2.5
11/8/13,San Cristobal Lachirioag,EVO4D-2-6-3,3.12,122.79,Evo-Proj-Prio-1,4.1
11/14/13,San Cristobal Lachirioag,EVO4D-2-7-1,1.5,107.29,EVO-PROJ-12,3.6
11/14/13,San Cristobal Lachirioag,EVO4D-2-7-2,1.6,104.25,EVO-PROJ-12,3.4
11/14/13,San Cristobal Lachirioag,EVO4D-2-7-3,1.61,211.06,EVO-PROJ-12,3.3
11/14/13,San Cristobal Lachirioag,EVO4D-3-1-1,4.04,101.19,EVO-PROJ-12,3.3
11/14/13,San Cristobal Lachirioag,EVO4D-3-1-2,3.64,92.98,EVO-PROJ-12,3.4
11/14/13,San Cristobal Lachirioag,EVO4D-3-1-3,3.82,119.31,EVO-PROJ-12,4.2
11/8/13,San Cristobal Lachirioag,EVO4D-3-2-1,2.1,94.61,Evo-Proj-Prio-1,2.9
11/8/13,San Cristobal Lachirioag,EVO4D-3-2-2,2.1,98.33,Evo-Proj-Prio-1,3.3
11/8/13,San Cristobal Lachirioag,EVO4D-3-2-3,2,97.8,Evo-Proj-Prio-1,3.3
11/8/13,San Cristobal Lachirioag,EVO4D-3-4-1,4.59,103.12,Evo-Proj-Prio-1,4.1
11/8/13,San Cristobal Lachirioag,EVO4D-3-4-2,4.55,73.35,Evo-Proj-Prio-1,2.9
11/8/13,San Cristobal Lachirioag,EVO4D-3-4-3,4.53,93.02,Evo-Proj-Prio-1,3.6
11/8/13,San Cristobal Lachirioag,EVO4D-3-5-1,5.91,70.16,Evo-Proj-Prio-1,2.8
11/8/13,San Cristobal Lachirioag,EVO4D-3-5-2,6.56,76.54,Evo-Proj-Prio-1,3.2
11/8/13,San Cristobal Lachirioag,EVO4D-3-5-3,6.82,93.55,Evo-Proj-Prio-1,3.9
11/8/13,San Cristobal Lachirioag,EVO4D-3-6-1,5.21,132.35,Evo-Proj-Prio-1,4.6
11/8/13,San Cristobal Lachirioag,EVO4D-3-6-2,5.62,78.67,Evo-Proj-Prio-1,2.9
11/8/13,San Cristobal Lachirioag,EVO4D-3-6-3,5.35,127.57,Evo-Proj-Prio-1,4
11/14/13,San Cristobal Lachirioag,EVO4D-3-7-1,2.8,70.39,EVO-PROJ-12,2.6
11/14/13,San Cristobal Lachirioag,EVO4D-3-7-2,3.04,87.27,EVO-PROJ-12,3.2
11/14/13,San Cristobal Lachirioag,EVO4D-3-7-3,3.28,89.35,EVO-PROJ-12,3
11/14/13,San Cristobal Lachirioag,EVO4D-4-1-1,1.16,134.5,EVO-PROJ-12,4.9
11/14/13,San Cristobal Lachirioag,EVO4D-4-1-2,1.22,105.77,EVO-PROJ-12,3.6
11/14/13,San Cristobal Lachirioag,EVO4D-4-1-3,1.37,86.23,EVO-PROJ-12,3.1
11/14/13,San Cristobal Lachirioag,EVO4D-4-2-1,2.62,85.18,EVO-PROJ-12,3.3
11/14/13,San Cristobal Lachirioag,EVO4D-4-2-2,2.35,113.83,EVO-PROJ-12,3.9
11/14/13,San Cristobal Lachirioag,EVO4D-4-2-3,2.39,104.76,EVO-PROJ-12,3.6
11/14/13,San Cristobal Lachirioag,EVO4D-4-3-1,2.13,105.26,EVO-PROJ-12,3.7
11/14/13,San Cristobal Lachirioag,EVO4D-4-3-2,2.05,90.91,EVO-PROJ-12,3
11/14/13,San Cristobal Lachirioag,EVO4D-4-3-3,1.99,125.24,EVO-PROJ-12,4.7
11/14/13,San Cristobal Lachirioag,EVO4D-4-4-1,4.65,94.52,EVO-PROJ-12,2.8
11/14/13,San Cristobal Lachirioag,EVO4D-4-4-2,4.6,114.33,EVO-PROJ-12,3.3
11/14/13,San Cristobal Lachirioag,EVO4D-4-4-3,4.23,107.8,EVO-PROJ-12,3.2
11/14/13,San Cristobal Lachirioag,EVO4D-4-5-1,3.35,79.93,EVO-PROJ-12,2.8
11/14/13,San Cristobal Lachirioag,EVO4D-4-5-2,3.12,82.56,EVO-PROJ-12,2.8
11/14/13,San Cristobal Lachirioag,EVO4D-4-5-3,3.07,78.35,EVO-PROJ-12,2.9
11/14/13,San Cristobal Lachirioag,EVO4D-4-6-1,3.62,66.64,EVO-PROJ-12,2.5
11/14/13,San Cristobal Lachirioag,EVO4D-4-6-2,3.72,73.05,EVO-PROJ-12,2.6
11/14/13,San Cristobal Lachirioag,EVO4D-4-6-3,3.73,70.39,EVO-PROJ-12,2.6
11/14/13,San Cristobal Lachirioag,EVO4D-4-7-1,1.16,76.77,EVO-PROJ-12,2.5
11/14/13,San Cristobal Lachirioag,EVO4D-4-7-2,1.39,109.81,EVO-PROJ-12,4
11/14/13,San Cristobal Lachirioag,EVO4D-4-7-3,1.24,67.72,EVO-PROJ-12,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-1-4-1,3.26,98.97,EVO-PROJ-15,2.4
11/25/13,San Idelfenso Villa Alta,EVO7C-1-4-2,3.41,91.84,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-1-4-3,3.28,94.89,EVO-PROJ-15,2.9
11/25/13,San Idelfenso Villa Alta,EVO7C-1-5-1,1.9,102.66,EVO-PROJ-15,3.7
11/25/13,San Idelfenso Villa Alta,EVO7C-1-5-2,1.93,107.22,EVO-PROJ-15,3.9
11/25/13,San Idelfenso Villa Alta,EVO7C-1-5-3,2.5,83.45,EVO-PROJ-15,3.2
11/25/13,San Idelfenso Villa Alta,EVO7C-1-6-1,-0.98,92.54,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-1-6-2,-0.98,97.59,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-1-6-3,-0.38,95.06,EVO-PROJ-15,2.8
11/25/13,San Idelfenso Villa Alta,EVO7C-1-7-1,1.36,133.7,EVO-PROJ-15,3.4
11/25/13,San Idelfenso Villa Alta,EVO7C-1-7-2,1.29,111.28,EVO-PROJ-15,3.1
11/25/13,San Idelfenso Villa Alta,EVO7C-1-7-3,1.4,90.51,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-2-1-1,1.83,135.23,EVO-PROJ-15,3.7
11/25/13,San Idelfenso Villa Alta,EVO7C-2-1-2,2.03,86.48,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-2-1-3,1.85,106.71,EVO-PROJ-15,2.9
11/8/13,San Idelfenso Villa Alta,EVO7C-2-2-1,2.03,126.5,Evo-Proj-Prio-3,3.6
11/8/13,San Idelfenso Villa Alta,EVO7C-2-2-2,2.57,134.79,Evo-Proj-Prio-3,4
11/8/13,San Idelfenso Villa Alta,EVO7C-2-2-3,2.7,143.6,Evo-Proj-Prio-3,4.1
11/8/13,San Idelfenso Villa Alta,EVO7C-2-3-1,3.22,116.65,Evo-Proj-Prio-3,3.8
11/8/13,San Idelfenso Villa Alta,EVO7C-2-3-2,3.75,119.76,Evo-Proj-Prio-3,3.3
11/8/13,San Idelfenso Villa Alta,EVO7C-2-3-3,2.93,144.12,Evo-Proj-Prio-3,3.9
11/8/13,San Idelfenso Villa Alta,EVO7C-2-4-1,2.28,112.5,Evo-Proj-Prio-3,3.2
11/8/13,San Idelfenso Villa Alta,EVO7C-2-4-2,2.08,114.05,Evo-Proj-Prio-3,3.7
11/8/13,San Idelfenso Villa Alta,EVO7C-2-4-3,3.09,105.76,Evo-Proj-Prio-3,3.6
11/8/13,San Idelfenso Villa Alta,EVO7C-2-5-1,0.07,157.6,Evo-Proj-Prio-3,3.6
11/8/13,San Idelfenso Villa Alta,EVO7C-2-5-2,0.17,101.61,Evo-Proj-Prio-3,2.5
11/8/13,San Idelfenso Villa Alta,EVO7C-2-5-3,0,149.31,Evo-Proj-Prio-3,3.6
11/8/13,San Idelfenso Villa Alta,EVO7C-2-7-1,-0.65,135.83,Evo-Proj-Prio-3,3.5
11/8/13,San Idelfenso Villa Alta,EVO7C-2-7-2,-0.15,200.11,Evo-Proj-Prio-3,5
11/8/13,San Idelfenso Villa Alta,EVO7C-2-7-3,-0.54,190.78,Evo-Proj-Prio-3,4.4
11/8/13,San Idelfenso Villa Alta,EVO7C-3-2-1,3.44,80.36,Evo-Proj-Prio-3,2.6
11/8/13,San Idelfenso Villa Alta,EVO7C-3-2-2,2.27,83.99,Evo-Proj-Prio-3,2.6
11/8/13,San Idelfenso Villa Alta,EVO7C-3-2-3,1.95,86.58,Evo-Proj-Prio-3,2.6
11/8/13,San Idelfenso Villa Alta,EVO7C-3-3-1,3.71,110.94,Evo-Proj-Prio-3,3.9
11/8/13,San Idelfenso Villa Alta,EVO7C-3-3-2,3.89,72.58,Evo-Proj-Prio-3,2.5
11/8/13,San Idelfenso Villa Alta,EVO7C-3-3-3,3.09,75.17,Evo-Proj-Prio-3,2.7
11/8/13,San Idelfenso Villa Alta,EVO7C-3-5-1,1.48,113.54,Evo-Proj-Prio-3,2.9
11/8/13,San Idelfenso Villa Alta,EVO7C-3-5-2,1.36,80.87,Evo-Proj-Prio-3,2.5
11/8/13,San Idelfenso Villa Alta,EVO7C-3-5-3,2.02,114.57,Evo-Proj-Prio-3,3.1
11/8/13,San Idelfenso Villa Alta,EVO7C-3-6-1,1.26,141.53,Evo-Proj-Prio-3,3.7
11/8/13,San Idelfenso Villa Alta,EVO7C-3-6-2,1.44,142.05,Evo-Proj-Prio-3,3.3
11/8/13,San Idelfenso Villa Alta,EVO7C-3-6-3,1.5,134.27,Evo-Proj-Prio-3,3.5
11/25/13,San Idelfenso Villa Alta,EVO7C-4-1-1,-0.77,103.67,EVO-PROJ-15,2.6
11/25/13,San Idelfenso Villa Alta,EVO7C-4-1-2,-0.63,136.26,EVO-PROJ-15,3.5
11/25/13,San Idelfenso Villa Alta,EVO7C-4-1-3,-0.56,88.49,EVO-PROJ-15,2.5
11/25/13,San Idelfenso Villa Alta,EVO7C-4-3-1,0.67,121.96,EVO-PROJ-15,3.3
11/25/13,San Idelfenso Villa Alta,EVO7C-4-3-2,0.67,119.93,EVO-PROJ-15,3.2
11/25/13,San Idelfenso Villa Alta,EVO7C-4-3-3,0.41,105.7,EVO-PROJ-15,2.9
11/25/13,San Idelfenso Villa Alta,EVO7C-4-4-1,0.64,108.24,EVO-PROJ-15,2.8
11/25/13,San Idelfenso Villa Alta,EVO7C-4-4-2,1,115.35,EVO-PROJ-15,2.7
11/25/13,San Idelfenso Villa Alta,EVO7C-4-4-3,0.58,160.89,EVO-PROJ-15,3.7
11/8/13,San Idelfenso Villa Alta,EVO7C-4-5-1,1.65,145.4,Evo-Proj-Prio-5,3.3
11/8/13,San Idelfenso Villa Alta,EVO7C-4-5-2,1.86,109.39,Evo-Proj-Prio-5,2.9
11/8/13,San Idelfenso Villa Alta,EVO7C-4-5-3,1.79,100.17,Evo-Proj-Prio-5,2.6
11/25/13,San Idelfenso Villa Alta,EVO7C-4-6-1,0.11,95.06,EVO-PROJ-15,3.1
11/25/13,San Idelfenso Villa Alta,EVO7C-4-6-2,0.16,128.59,EVO-PROJ-15,3.4
11/25/13,San Idelfenso Villa Alta,EVO7C-4-6-3,0.14,106.21,EVO-PROJ-15,2.9
10/25/13,San Jose Chinantequilla,EVO4B-1-1-1,2.81,118.24,EVO-PROJ-10,4.1
10/25/13,San Jose Chinantequilla,EVO4B-1-1-2,3.32,85.68,EVO-PROJ-10,2.9
10/25/13,San Jose Chinantequilla,EVO4B-1-1-3,3.16,82.06,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-1-3-1,3.2,113.07,EVO-PROJ-10,3.9
10/25/13,San Jose Chinantequilla,EVO4B-1-3-2,3.23,89.3,EVO-PROJ-10,3.1
10/25/13,San Jose Chinantequilla,EVO4B-1-3-3,3.34,93.44,EVO-PROJ-10,3
10/25/13,San Jose Chinantequilla,EVO4B-1-4-1,2.27,73.26,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-1-4-2,2.08,108.42,EVO-PROJ-10,3.8
10/25/13,San Jose Chinantequilla,EVO4B-1-4-3,2.12,80.51,EVO-PROJ-10,2.8
10/25/13,San Jose Chinantequilla,EVO4B-1-5-1,1.6,74.82,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-1-5-2,1.14,136.3,EVO-PROJ-10,4.2
10/25/13,San Jose Chinantequilla,EVO4B-1-5-3,1.26,103.77,EVO-PROJ-10,3.2
10/25/13,San Jose Chinantequilla,EVO4B-1-6-1,2.75,66.53,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-1-6-2,2.78,60.32,EVO-PROJ-10,2.4
10/25/13,San Jose Chinantequilla,EVO4B-1-6-3,2.94,78.44,EVO-PROJ-10,2.8
10/25/13,San Jose Chinantequilla,EVO4B-1-7-1,2.21,89.3,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-1-7-2,2.38,77.92,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-1-7-3,2.15,97.57,EVO-PROJ-10,3.3
10/25/13,San Jose Chinantequilla,EVO4B-2-1-1,3.29,67.05,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-1-2,3.43,87.75,EVO-PROJ-10,2.8
10/25/13,San Jose Chinantequilla,EVO4B-2-1-3,3.43,73.26,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-2-1,5.5,109.97,EVO-PROJ-10,3.9
10/25/13,San Jose Chinantequilla,EVO4B-2-2-2,5.96,96.54,EVO-PROJ-10,3.1
10/25/13,San Jose Chinantequilla,EVO4B-2-2-3,6.17,96.02,EVO-PROJ-10,2.9
10/25/13,San Jose Chinantequilla,EVO4B-2-3-1,7.5,84.13,EVO-PROJ-10,3
10/25/13,San Jose Chinantequilla,EVO4B-2-3-2,7.3,90.85,EVO-PROJ-10,3.3
10/25/13,San Jose Chinantequilla,EVO4B-2-3-3,7.3,85.16,EVO-PROJ-10,3.1
10/25/13,San Jose Chinantequilla,EVO4B-2-4-1,4.84,82.06,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-4-2,4.76,123.4,EVO-PROJ-10,3.9
10/25/13,San Jose Chinantequilla,EVO4B-2-4-3,4.44,104.81,EVO-PROJ-10,3.2
10/25/13,San Jose Chinantequilla,EVO4B-2-6-1,5.26,82.06,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-6-2,5.2,103.77,EVO-PROJ-10,3.3
10/25/13,San Jose Chinantequilla,EVO4B-2-6-3,5.31,86.2,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-2-7-1,3.07,82.58,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-7-2,3.26,80.51,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-2-7-3,3.17,95.51,EVO-PROJ-10,3
10/25/13,San Jose Chinantequilla,EVO4B-3-1-1,8.45,89.3,EVO-PROJ-10,3.7
10/25/13,San Jose Chinantequilla,EVO4B-3-1-2,8.41,112.04,EVO-PROJ-10,4.7
10/25/13,San Jose Chinantequilla,EVO4B-3-1-3,8.69,84.13,EVO-PROJ-10,3.3
10/25/13,San Jose Chinantequilla,EVO4B-3-2-1,8.27,70.68,EVO-PROJ-10,2.5
10/25/13,San Jose Chinantequilla,EVO4B-3-2-2,7.68,127.01,EVO-PROJ-10,4.1
10/25/13,San Jose Chinantequilla,EVO4B-3-2-3,8.05,82.58,EVO-PROJ-10,2.8
10/25/13,San Jose Chinantequilla,EVO4B-3-3-1,9.43,76.37,EVO-PROJ-10,2.9
10/25/13,San Jose Chinantequilla,EVO4B-3-3-2,9.51,71.19,EVO-PROJ-10,2.6
10/25/13,San Jose Chinantequilla,EVO4B-3-3-3,9.5,102.22,EVO-PROJ-10,3.7
10/25/13,San Jose Chinantequilla,EVO4B-3-4-1,7.34,73.26,EVO-PROJ-10,2.6
10/25/13,San Jose Chinantequilla,EVO4B-3-4-2,7.25,96.54,EVO-PROJ-10,3.6
10/25/13,San Jose Chinantequilla,EVO4B-3-4-3,7.52,91.89,EVO-PROJ-10,3.6
10/25/13,San Jose Chinantequilla,EVO4B-3-5-1,11.13,112.04,EVO-PROJ-10,3.5
10/25/13,San Jose Chinantequilla,EVO4B-3-5-2,11.47,88.78,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-3-5-3,11.44,82.58,EVO-PROJ-10,2.7
10/25/13,San Jose Chinantequilla,EVO4B-3-6-1,10.16,106.36,EVO-PROJ-10,3.2
10/25/13,San Jose Chinantequilla,EVO4B-3-6-2,10.44,82.06,EVO-PROJ-10,2.6
10/25/13,San Jose Chinantequilla,EVO4B-3-6-3,10.27,102.22,EVO-PROJ-10,2.9
10/25/13,San Jose Chinantequilla,EVO4B-3-7-1,9.24,78.96,EVO-PROJ-10,2.6
10/25/13,San Jose Chinantequilla,EVO4B-3-7-2,8.88,101.19,EVO-PROJ-10,3.3
10/25/13,San Jose Chinantequilla,EVO4B-3-7-3,8.8,92.92,EVO-PROJ-10,3
10/29/13,San Jose Chinantequilla,EVO4B-4-1-1,13.6,87.98,EVO-PROJ-11,2.8
10/29/13,San Jose Chinantequilla,EVO4B-4-1-2,13.75,79.8,EVO-PROJ-11,2.5
10/29/13,San Jose Chinantequilla,EVO4B-4-3-1,10.97,83.89,EVO-PROJ-11,3.5
10/29/13,San Jose Chinantequilla,EVO4B-4-3-2,11.31,96.69,EVO-PROJ-11,3.7
10/29/13,San Jose Chinantequilla,EVO4B-4-3-3,11.02,85.93,EVO-PROJ-11,3.1
10/29/13,San Jose Chinantequilla,EVO4B-4-4-1,11.78,58.93,EVO-PROJ-11,2.5
10/29/13,San Jose Chinantequilla,EVO4B-4-4-2,11.8,68.08,EVO-PROJ-11,3
10/29/13,San Jose Chinantequilla,EVO4B-4-4-3,11.81,71.64,EVO-PROJ-11,2.6
10/29/13,San Jose Chinantequilla,EVO4B-4-5-1,11.79,82.36,EVO-PROJ-11,2.7
10/29/13,San Jose Chinantequilla,EVO4B-4-5-2,11.9,76.23,EVO-PROJ-11,2.7
10/29/13,San Jose Chinantequilla,EVO4B-4-5-3,12.23,112.1,EVO-PROJ-11,3.9
10/29/13,San Jose Chinantequilla,EVO4B-4-6-1,12.48,78.27,EVO-PROJ-11,2.8
10/29/13,San Jose Chinantequilla,EVO4B-4-6-2,12.29,89,EVO-PROJ-11,3.4
10/29/13,San Jose Chinantequilla,EVO4B-4-6-3,12.1,74.7,EVO-PROJ-11,2.7
10/29/13,San Jose Chinantequilla,EVO4B-4-7-1,8.37,83.38,EVO-PROJ-11,2.7
10/29/13,San Jose Chinantequilla,EVO4B-4-7-2,8.43,79.29,EVO-PROJ-11,2.5
10/29/13,San Jose Chinantequilla,EVO4B-4-7-3,8.45,96.17,EVO-PROJ-11,3
11/23/13,San Juan Comaltepec,EVO6B-1-1-1,1.18,134.05,EVO-PROJ-14,4.1
11/23/13,San Juan Comaltepec,EVO6B-1-1-2,0.99,88.13,EVO-PROJ-14,2.8
