d15N	NDFA	Type
0.368908245202479	92.6256209737739	Tipikal
-0.646043765988242	112.914245370995	Tipikal
-1.27740985981897	125.535087926737	Tipikal
-1.8615454425023	137.211804957141	Tipikal
-0.598074613673493	111.955354602528	Tipikal
6.85009327757063	-36.9315672683962	Carmita
8.30302052720901	-65.9752017647869	Carmita
9.9539218762204	-98.9762865625418	Carmita
5.90753184093368	-18.0900114624261	Carmita
5.15748008538471	-3.09667367007457	Carmita
7.77987396749869	-55.5176393011107	Carmita
9.40890583897128	-88.0815589810511	Carmita
7.48022563223417	-49.5277477018989	Carmita
7.81521880109895	-56.2241732508849	Carmita
9.03307875113855	-80.5688741060353	Carmita
8.14621140634831	-62.8406285828797	Carmita
5.74309894217328	-14.803040960656	Carmita
7.40232479400339	-47.9705303855465	Carmita
7.17227119665711	-43.3718193368218	Carmita
3.40325775841627	31.9697703673402	Vicente
4.09925143433301	18.0570394028984	Vicente
4.10476177291153	17.9468891805347	Vicente
1.47380794780077	70.5389658260902	Vicente
1.54880022981924	69.0398897852652	Vicente
3.34013703384264	33.2315370897415	Vicente
0.127645611722995	97.4483977137372	Vicente
3.35945300130654	32.845415968326	Vicente
4.51261873264407	9.79393557034586	Vicente
5.35515892938835	-7.04822189407515	Vicente
1.50877127588353	69.8400580715101	Vicente
6.6232605713081	-32.3972409873276	Vicente
1.90537251546162	61.9121033538954	Vicente
1.97491436605004	60.5219800072548	Vicente
3.50420579006957	29.9518457016707	Vicente
3.40508355276229	31.9332732174213	Vicente
5.31339109713538	-6.21329388652098	Vicente
5.21164573468215	-4.17943078736719	Vicente
2.74784768363085	45.0712457936271	Vicente
2.29158891784846	54.1917388069256	Vicente
5.84454263503833	-16.8308737638952	Vicente
5.55105480289003	-10.9641290055634	Vicente
5.44799697324159	-8.9040300315471	Vicente
6.59243004293785	-31.7809468146229	Vicente
1.83336953557061	63.3514240295355	Vicente
2.47169867112846	50.5913920966542	Vicente
2.83752173399111	43.2786850559008	Vidal
4.30594013187755	13.9253865706505	Vidal
1.29781175072122	74.0570836272432	Vidal
2.07797400996345	58.4618447665575	Vidal
-0.00886274188251166	100.177163884796	Vidal
3.43482351449219	31.3387791857107	Vidal
2.33373031038158	53.3493434273872	Vidal
2.7345933495171	45.3361964548448	Vidal
2.79127911576375	44.2030628609739	Vidal
2.2776336428999	54.470701091516	Vidal
3.43341251362172	31.3669847228881	Vidal
2.09849505473355	58.0516344659832	Vidal
-0.127434416383909	102.547380546849	Vidal
-0.0800807173463799	101.600792527909	Vidal
-0.766571974709478	115.32357263874	Vidal
0.530300836058906	89.3994254292783	Vidal
1.24002245596926	75.2122764663876	Vidal
1.33870478717461	73.2396425581909	Vidal
1.59249300781236	68.1664826174391	Vidal
1.07216072609688	78.5677884024181	Vidal
-0.461262163428399	109.220509619434	Vidal
5.81885008325114	-16.3172863949663	Venustiano
2.42736877024996	51.4775351837887	Venustiano
3.06781199504573	38.6752431617431	Venustiano
2.82226406716706	43.5836818123564	Venustiano
2.3242377465718	53.5390972872542	Venustiano
2.08100280690465	58.4012999104087	Venustiano
