Subdate,Variety,SampleID,d15N,Namount,TrayName,SampleWeight
12/6/13,"Jala, Nayarit",EVO2C-1-3-1-T2,6.37,70.91,EVO-PROJ-19,3
12/6/13,"Jala, Nayarit",EVO2C-1-3-2-T2,6.67,89.3,EVO-PROJ-19,3.3
12/6/13,"Jala, Nayarit",EVO2C-1-3-3-T2,7.04,86.82,EVO-PROJ-19,3.7
12/6/13,"Jala, Nayarit",EVO2C-1-4-1-T2,6.39,61.82,EVO-PROJ-19,2.8
12/6/13,"Jala, Nayarit",EVO2C-1-4-2-T2,6.66,59.62,EVO-PROJ-19,3
12/6/13,"Jala, Nayarit",EVO2C-1-4-3-T2,6.84,49.86,EVO-PROJ-19,2.4
12/6/13,"Jala, Nayarit",EVO2C-1-6-1-T2,8.17,109.1,EVO-PROJ-19,3.6
12/6/13,"Jala, Nayarit",EVO2C-1-6-2-T2,7.96,146.7,EVO-PROJ-19,4.9
12/6/13,"Jala, Nayarit",EVO2C-1-6-3-T2,7.68,114.03,EVO-PROJ-19,4.3
12/6/13,"Jala, Nayarit",EVO2C-2-1-1-T2,2.94,91.17,EVO-PROJ-19,4.1
12/6/13,"Jala, Nayarit",EVO2C-2-1-2-T2,3.13,62.76,EVO-PROJ-19,2.7
12/6/13,"Jala, Nayarit",EVO2C-2-1-3-T2,3.11,82.46,EVO-PROJ-19,3.4
12/10/13,"Jala, Nayarit",EVO2C-2-2-1-T2,5.63,116.19,EVO-PROJ-20,4.1
12/10/13,"Jala, Nayarit",EVO2C-2-2-2-T2,5.42,118.06,EVO-PROJ-20,4.3
12/10/13,"Jala, Nayarit",EVO2C-2-2-3-T2,5.55,108.72,EVO-PROJ-20,3.7
12/10/13,"Jala, Nayarit",EVO2C-2-3-1-T2,6.79,82.48,EVO-PROJ-20,3.5
12/10/13,"Jala, Nayarit",EVO2C-2-3-2-T2,6.64,95.62,EVO-PROJ-20,4
12/10/13,"Jala, Nayarit",EVO2C-2-3-3-T2,6.72,85.76,EVO-PROJ-20,3.5
12/10/13,"Jala, Nayarit",EVO2C-2-4-1-T2,6.73,123.65,EVO-PROJ-20,4.5
12/10/13,"Jala, Nayarit",EVO2C-2-4-2-T2,6.83,115.73,EVO-PROJ-20,4.4
12/10/13,"Jala, Nayarit",EVO2C-2-4-3-T2,6.76,127.38,EVO-PROJ-20,4.7
12/10/13,"Jala, Nayarit",EVO2C-2-5-1-T2,7.7,83.88,EVO-PROJ-20,3.7
12/10/13,"Jala, Nayarit",EVO2C-2-5-2-T2,7.72,64.59,EVO-PROJ-20,3
12/10/13,"Jala, Nayarit",EVO2C-2-5-3-T2,8.01,60.34,EVO-PROJ-20,2.7
12/10/13,"Jala, Nayarit",EVO2C-2-6-1-T2,7.16,99.36,EVO-PROJ-20,3.1
12/10/13,"Jala, Nayarit",EVO2C-2-6-2-T2,7.56,103.11,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-2-6-3-T2,7.11,101.24,EVO-PROJ-20,3.2
12/10/13,"Jala, Nayarit",EVO2C-2-7-1-T2,6.67,129.24,EVO-PROJ-20,3.8
12/10/13,"Jala, Nayarit",EVO2C-2-7-2-T2,6.56,88.58,EVO-PROJ-20,2.9
12/10/13,"Jala, Nayarit",EVO2C-2-7-3-T2,6.58,85.76,EVO-PROJ-20,2.5
12/10/13,"Jala, Nayarit",EVO2C-3-1-1-T2,3.25,89.05,EVO-PROJ-20,3.2
12/10/13,"Jala, Nayarit",EVO2C-3-1-2-T2,2.95,78.24,EVO-PROJ-20,2.7
12/10/13,"Jala, Nayarit",EVO2C-3-1-3-T2,2.72,93.27,EVO-PROJ-20,3
12/10/13,"Jala, Nayarit",EVO2C-3-2-1-T2,3.12,81.07,EVO-PROJ-20,3.2
12/10/13,"Jala, Nayarit",EVO2C-3-2-2-T2,3.72,67.41,EVO-PROJ-20,2.8
12/10/13,"Jala, Nayarit",EVO2C-3-2-3-T2,3.18,89.52,EVO-PROJ-20,3.5
12/10/13,"Jala, Nayarit",EVO2C-3-4-1-T2,5.2,120.86,EVO-PROJ-20,4.4
12/10/13,"Jala, Nayarit",EVO2C-3-4-2-T2,5.15,99.83,EVO-PROJ-20,4
12/10/13,"Jala, Nayarit",EVO2C-3-4-3-T2,5.16,128.31,EVO-PROJ-20,4.8
12/10/13,"Jala, Nayarit",EVO2C-3-5-1-T2,6.51,97.02,EVO-PROJ-20,4.1
12/10/13,"Jala, Nayarit",EVO2C-3-5-2-T2,6.85,74.95,EVO-PROJ-20,3.2
12/10/13,"Jala, Nayarit",EVO2C-3-5-3-T2,6.88,90.93,EVO-PROJ-20,3.8
12/10/13,"Jala, Nayarit",EVO2C-3-6-1-T2,5.24,121.32,EVO-PROJ-20,4.3
12/10/13,"Jala, Nayarit",EVO2C-3-6-2-T2,5.4,110.59,EVO-PROJ-20,4.2
12/10/13,"Jala, Nayarit",EVO2C-3-6-3-T2,5.33,104.98,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-3-7-1-T2,4.68,55.14,EVO-PROJ-20,2.7
12/10/13,"Jala, Nayarit",EVO2C-3-7-2-T2,4.48,79.65,EVO-PROJ-20,3.9
12/10/13,"Jala, Nayarit",EVO2C-3-7-3-T2,4.22,93.74,EVO-PROJ-20,4.4
12/10/13,"Jala, Nayarit",EVO2C-4-1-1-T2,1.53,108.72,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-4-1-2-T2,1.35,141.33,EVO-PROJ-20,4.3
12/10/13,"Jala, Nayarit",EVO2C-4-1-3-T2,1.8,94.21,EVO-PROJ-20,2.7
12/10/13,"Jala, Nayarit",EVO2C-4-2-1-T2,6.47,79.65,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-4-2-2-T2,6.48,79.18,EVO-PROJ-20,3.6
12/10/13,"Jala, Nayarit",EVO2C-4-2-3-T2,6.45,74.95,EVO-PROJ-20,3.6
12/10/13,"Jala, Nayarit",EVO2C-4-3-1-T2,6.56,61.75,EVO-PROJ-20,2.8
12/10/13,"Jala, Nayarit",EVO2C-4-3-2-T2,6.62,67.41,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-4-3-3-T2,6.39,69.3,EVO-PROJ-20,3.2
12/10/13,"Jala, Nayarit",EVO2C-4-4-1-T2,4.76,112.46,EVO-PROJ-20,4.2
12/10/13,"Jala, Nayarit",EVO2C-4-4-2-T2,4.58,95.62,EVO-PROJ-20,3.4
12/10/13,"Jala, Nayarit",EVO2C-4-4-3-T2,4.58,105.45,EVO-PROJ-20,4
12/10/13,"Jala, Nayarit",EVO2C-4-5-1-T2,4.27,145.04,EVO-PROJ-20,4.6
12/10/13,"Jala, Nayarit",EVO2C-4-5-2-T2,4.46,124.12,EVO-PROJ-20,4
12/10/13,"Jala, Nayarit",EVO2C-4-5-3-T2,4.39,123.19,EVO-PROJ-20,3.9
12/10/13,"Jala, Nayarit",EVO2C-4-6-1-T2,3.24,62.23,EVO-PROJ-20,2.5
12/10/13,"Jala, Nayarit",EVO2C-4-6-2-T2,3.04,102.17,EVO-PROJ-20,4.1
12/10/13,"Jala, Nayarit",EVO2C-4-6-3-T2,3.06,117.13,EVO-PROJ-20,4.5
12/10/13,"Jala, Nayarit",EVO2C-4-7-1-T2,2.55,150.6,EVO-PROJ-20,4.6
12/10/13,"Jala, Nayarit",EVO2C-4-7-2-T2,2.41,152.92,EVO-PROJ-20,4.5
12/10/13,"Jala, Nayarit",EVO2C-4-7-3-T2,2.49,127.38,EVO-PROJ-20,3.3
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-1-1-T2,1.92,88.58,EVO-PROJ-20,4.1
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-1-2-T2,1.9,66,EVO-PROJ-20,3.1
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-1-3-T2,1.88,68.83,EVO-PROJ-20,3.2
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-3-1-T2,5.12,75.89,EVO-PROJ-20,3.3
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-3-2-T2,5.22,114.33,EVO-PROJ-20,5
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-3-3-T2,5.4,75.89,EVO-PROJ-20,3.2
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-4-1-T2,3.94,89.05,EVO-PROJ-20,2.8
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-4-2-T2,4,100.3,EVO-PROJ-20,3.2
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-4-3-T2,3.96,113.39,EVO-PROJ-20,4.4
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-5-1-T2,6.28,87.64,EVO-PROJ-20,3.6
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-5-2-T2,6.71,69.3,EVO-PROJ-20,2.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-5-3-T2,6.4,82.95,EVO-PROJ-20,3.3
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-6-1-T2,4.19,93.27,EVO-PROJ-20,3.2
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-6-2-T2,4.18,65.53,EVO-PROJ-20,2.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-6-3-T2,4.3,92.8,EVO-PROJ-20,3.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-7-1-T2,2.47,67.41,EVO-PROJ-20,2.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-7-2-T2,2.46,88.11,EVO-PROJ-20,3.3
12/10/13,Santa Maria Temaxcalapa,EVO2D-1-7-3-T2,2.39,92.33,EVO-PROJ-20,3.6
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-1-1-T2,1.75,114.33,EVO-PROJ-20,4.1
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-1-2-T2,1.99,100.3,EVO-PROJ-20,3.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-1-3-T2,2.12,69.3,EVO-PROJ-20,2.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-2-1-T2,5.93,109.65,EVO-PROJ-20,4.3
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-2-2-T2,6.3,80.13,EVO-PROJ-20,3
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-2-3-T2,6.08,89.99,EVO-PROJ-20,3.7
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-3-1-T2,3.82,112.46,EVO-PROJ-20,3.6
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-3-2-T2,3.94,102.64,EVO-PROJ-20,2.9
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-3-3-T2,3.98,123.65,EVO-PROJ-20,3.8
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-4-1-T2,4.78,75.89,EVO-PROJ-20,2.4
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-4-2-T2,4.66,73.54,EVO-PROJ-20,2.7
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-4-3-T2,4.9,83.88,EVO-PROJ-20,2.7
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-5-1-T2,4.28,95.62,EVO-PROJ-20,3.5
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-5-2-T2,4.36,119.46,EVO-PROJ-20,4.8
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-5-3-T2,4.45,91.4,EVO-PROJ-20,3
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-6-1-T2,2.56,79.18,EVO-PROJ-20,2.4
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-6-2-T2,2.58,93.74,EVO-PROJ-20,2.6
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-6-3-T2,2.66,101.24,EVO-PROJ-20,2.9
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-7-1-T2,1.47,72.13,EVO-PROJ-20,2.6
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-7-2-T2,0.88,82.48,EVO-PROJ-20,3
12/10/13,Santa Maria Temaxcalapa,EVO2D-2-7-3-T2,0.69,107.79,EVO-PROJ-20,3.3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-1-1-T2,2.67,94.35,EVO-PROJ-21,3.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-1-2-T2,2.5,75.29,EVO-PROJ-21,3.3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-1-3-T2,2.16,70.5,EVO-PROJ-21,2.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-2-1-T2,4.31,63.98,EVO-PROJ-21,2.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-2-2-T2,4.62,74.95,EVO-PROJ-21,3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-2-3-T2,3.74,66.38,EVO-PROJ-21,2.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-3-1-T2,4.03,97.05,EVO-PROJ-21,2.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-3-2-T2,4.29,112.54,EVO-PROJ-21,3.7
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-3-3-T2,4.5,89.26,EVO-PROJ-21,3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-4-1-T2,4.98,71.18,EVO-PROJ-21,2.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-4-2-T2,4.86,90.28,EVO-PROJ-21,3.3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-4-3-T2,4.17,92.99,EVO-PROJ-21,3.5
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-5-1-T2,4.38,84.84,EVO-PROJ-21,3.1
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-5-2-T2,3.02,92.65,EVO-PROJ-21,3.5
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-5-3-T2,3.43,133.22,EVO-PROJ-21,4.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-6-1-T2,3.31,62.6,EVO-PROJ-21,3
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-6-2-T2,3.08,71.18,EVO-PROJ-21,2.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-6-3-T2,2.78,114.56,EVO-PROJ-21,4.6
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-7-1-T2,1.48,127.58,EVO-PROJ-21,4.5
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-7-2-T2,1.8,88.92,EVO-PROJ-21,3.1
12/13/14,Santa Maria Temaxcalapa,EVO2D-3-7-3-T2,1.09,122.91,EVO-PROJ-21,4.6
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-1-1-T2,0.12,83.82,EVO-PROJ-21,2.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-1-2-T2,0.49,110.2,EVO-PROJ-21,3.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-1-3-T2,0.19,117.23,EVO-PROJ-21,3.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-2-1-T2,1.21,128.57,EVO-PROJ-21,4.3
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-2-2-T2,1.26,91.3,EVO-PROJ-21,2.9
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-2-3-T2,1.16,120.58,EVO-PROJ-21,4.1
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-3-1-T2,2.84,93.67,EVO-PROJ-21,3.3
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-3-2-T2,2.61,135.87,EVO-PROJ-21,4.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-3-3-T2,2.42,108.52,EVO-PROJ-21,3.7
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-4-1-T2,1.61,90.28,EVO-PROJ-21,3
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-4-2-T2,1.87,102.46,EVO-PROJ-21,4
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-4-3-T2,1.86,93.67,EVO-PROJ-21,3.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-5-1-T2,1,69.81,EVO-PROJ-21,2.5
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-5-2-T2,1.31,64.66,EVO-PROJ-21,2.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-5-3-T2,0.68,69.13,EVO-PROJ-21,2.6
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-6-1-T2,1.09,105.15,EVO-PROJ-21,3.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-6-2-T2,1.77,101.11,EVO-PROJ-21,3.7
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-6-3-T2,0.68,106.5,EVO-PROJ-21,3.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-7-1-T2,-0.1,119.91,EVO-PROJ-21,3.8
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-7-2-T2,0.74,111.2,EVO-PROJ-21,3.4
12/13/14,Santa Maria Temaxcalapa,EVO2D-4-7-3-T2,-0.02,123.91,EVO-PROJ-21,3.9
12/13/14,Santiago Choapam,EVO3A-2-2-1-T2,6.18,140.18,EVO-PROJ-21,4.5
12/13/14,Santiago Choapam,EVO3A-2-2-2-T2,6.14,103.8,EVO-PROJ-21,2.9
12/13/14,Santiago Choapam,EVO3A-2-2-3-T2,5.81,110.87,EVO-PROJ-21,3.5
12/13/14,Santiago Choapam,EVO3A-2-4-1-T2,5.44,87.22,EVO-PROJ-21,2.6
12/13/14,Santiago Choapam,EVO3A-2-4-2-T2,5.01,99.42,EVO-PROJ-21,3.3
12/13/14,Santiago Choapam,EVO3A-2-4-3-T2,4.24,109.86,EVO-PROJ-21,3.2
12/13/14,Santiago Choapam,EVO3A-2-6-1-T2,1.53,115.52,EVO-PROJ-21,3.5
12/13/14,Santiago Choapam,EVO3A-2-6-2-T2,1.63,145.07,EVO-PROJ-21,4.4
12/13/14,Santiago Choapam,EVO3A-2-6-3-T2,1.43,116.57,EVO-PROJ-21,3.7
12/13/14,Totontepec - Carmita,EVO3B-1-1-1-T2,7.25,70.27,EVO-PROJ-21,3.1
12/13/14,Totontepec - Carmita,EVO3B-1-1-2-T2,6.47,104.32,EVO-PROJ-21,4.6
12/13/14,Totontepec - Carmita,EVO3B-1-1-3-T2,6.69,88.99,EVO-PROJ-21,4.2
12/13/14,Totontepec - Carmita,EVO3B-1-2-1-T2,5.18,85.87,EVO-PROJ-21,3.6
12/13/14,Totontepec - Carmita,EVO3B-1-2-2-T2,5.45,73.73,EVO-PROJ-21,3.2
12/13/14,Totontepec - Carmita,EVO3B-1-2-3-T2,5.78,87.26,EVO-PROJ-21,3.6
12/13/14,Totontepec - Carmita,EVO3B-1-4-1-T2,9.82,52.69,EVO-PROJ-21,2.7
12/13/14,Totontepec - Carmita,EVO3B-1-4-2-T2,10.13,69.58,EVO-PROJ-21,3.4
12/13/14,Totontepec - Carmita,EVO3B-1-4-3-T2,9.26,48.91,EVO-PROJ-21,2.7
