GBS.name..Sample.Flowcell.Lane.Well.,Additional.file.1.xlsx..Romay.et.al..2013.,Inbred.name,Source,Accession,Seed.lot,Notes
Ames22762:81FE7ABXX:7:G5,Tx118,Tx118,NCRPIS,AMES 22762,05ncab01 SD,
Ames22763:81FE8ABXX:2:B4,Tx601,Tx601,NCRPIS,AMES 22763,06ncai01 SD,
Ames22765:D0D0BACXX:4:B7,Tx738,Tx738,NCRPIS,AMES 22765,12901,
Ames22766:81FE8ABXX:2:G9,Tx817w,Tx817w,NCRPIS,AMES 22766,05ncab01 SD,
Ames22767:81FE8ABXX:1:A5,W59E,W59E,NCRPIS,AMES 22767,98ncab02 SD,
Ames22792:81FENABXX:3:F2,ABPl2,ABPl 2,NCRPIS,AMES 22792,05ncai01 SD,
Ames22793:81FENABXX:3:G8,ABPl4,ABPl 4,NCRPIS,AMES 22793,96ncai01 SD,
Ames22794:81FENABXX:2:G10,ABPl5,ABPl 5,NCRPIS,AMES 22794,96ncai01 SD,
Ames23389:81FE8ABXX:1:B10,A15,A15,NCRPIS,AMES 23389,98ncai01 SD,
Ames23391:81FENABXX:2:G9,A34,A34,NCRPIS,AMES 23391,07ncai01 SD,
Ames23392:81FE8ABXX:5:B9,A90,A90,NCRPIS,AMES 23392,98ncai01 SD,
Ames23393:81FENABXX:3:B9,A96,A96,NCRPIS,AMES 23393,98ncai01 SD,
Ames23394:81FENABXX:3:H1,A116,A116,NCRPIS,AMES 23394,98ncai01 SD,
Ames23395:81FENABXX:4:C10,A152,A152,NCRPIS,AMES 23395,02ncai01 SD,
Ames23396:81FE8ABXX:5:B4,A155,A155,NCRPIS,AMES 23396,02ncai01 SD,
Ames23397:81FENABXX:3:D6,A158,A158,NCRPIS,AMES 23397,98ncai01 SD,
Ames23398:81FENABXX:2:E9,A166,A166,NCRPIS,AMES 23398,98ncai01 SD,
Ames23399:81N4HABXX:3:C6,A201,A201,NCRPIS,AMES 23399,98ncai01 SD,
Ames23400:81FENABXX:7:D5,A203,A203,NCRPIS,AMES 23400,98ncai01 SD,
Ames23401:81FE8ABXX:5:G7,A204,A204,NCRPIS,AMES 23401,98ncai01 SD,
Ames23402:81FENABXX:4:E12,A208,A208,NCRPIS,AMES 23402,98ncai01 SD,
Ames23403:81FE8ABXX:5:A10,A218,A218,NCRPIS,AMES 23403,98ncai01 SD,
Ames23404:81N4HABXX:7:F7,A223,A223,NCRPIS,AMES 23404,98ncai01 SD,
Ames23405:81FE8ABXX:6:D1,A239,A239,NCRPIS,AMES 23405,98ncai01 SD,
Ames23406:81FE8ABXX:5:D7,A251,A251,NCRPIS,AMES 23406,98ncai01 SD,
Ames23407:81FE8ABXX:5:H9,A257,A257,NCRPIS,AMES 23407,98ncai01 SD,
Ames23408:81FENABXX:3:D9,A260,A260,NCRPIS,AMES 23408,98ncai01 SD,
Ames23409:81FENABXX:3:A7,A264,A264,NCRPIS,AMES 23409,98ncai01 SD,
Ames23410:81FENABXX:3:H2,A265,A265,NCRPIS,AMES 23410,08ncai01 SD,
Ames23413:81FENABXX:7:E5,A286,A286,NCRPIS,AMES 23413,98ncai01 SD,
Ames23414:81FE8ABXX:6:E3,A288,A288,NCRPIS,AMES 23414,98ncai01 SD,
Ames23415:81FENABXX:2:F11,A295,A295,NCRPIS,AMES 23415,98ncai01 SD,
Ames23417:81FE8ABXX:5:A7,A305,A305,NCRPIS,AMES 23417,98ncai01 SD,
Ames23418:81FE8ABXX:6:A1,A308,A308,NCRPIS,AMES 23418,97ncai01 SD,
Ames23419:81FENABXX:3:C6,A310,A310,NCRPIS,AMES 23419,97ncai01 SD,
Ames23420:81FE8ABXX:6:D9,A312,A312,NCRPIS,AMES 23420,98ncai01 SD,
Ames23421:81FE8ABXX:5:G5,A321,A321,NCRPIS,AMES 23421,98ncai01 SD,
Ames23422:81FE8ABXX:5:D3,A322,A322,NCRPIS,AMES 23422,98ncai01 SD,
Ames23423:81FE8ABXX:5:F1,A334,A334,NCRPIS,AMES 23423,98ncai01 SD,
Ames23424:81FE8ABXX:5:H1,A340,A340,NCRPIS,AMES 23424,98ncai01 SD,
Ames23425:81FENABXX:7:B6,A344,A344,NCRPIS,AMES 23425,98ncai01 SD,
Ames23426:81FE8ABXX:5:C4,A357,A357,NCRPIS,AMES 23426,03ncai01 SD,
Ames23426:D0D0BACXX:3:A7,A357,A357,NCRPIS,AMES 23426,10524,
Ames23427:81FENABXX:3:E2,A374,A374,NCRPIS,AMES 23427,98ncab01 SD,
Ames23428:81FENABXX:3:D3,A375,A375,NCRPIS,AMES 23428,07ncai01 SD,
Ames23428:D0D0BACXX:3:E7,A375,A375,NCRPIS,AMES 23428,10503,
Ames23429:81FENABXX:3:E7,A385,A385,NCRPIS,AMES 23429,98ncai01 SD,
Ames23430:81FE8ABXX:6:H7,A401,A401,NCRPIS,AMES 23430,02ncai01 SD,
Ames23431:81FE8ABXX:5:H2,A407,A407,NCRPIS,AMES 23431,98ncai01 SD,
Ames23433:81FE8ABXX:6:D3,A422,A422,NCRPIS,AMES 23433,05ncai01 SD,
Ames23434:81FE8ABXX:4:H11,A424,A424,NCRPIS,AMES 23434,98ncai01 SD,
Ames23435:81FE8ABXX:5:G2,A427,A427,NCRPIS,AMES 23435,98ncai01 SD,
Ames23436:81FENABXX:6:B7,A449,A449,NCRPIS,AMES 23436,98ncai01 SD,
Ames23437:81FENABXX:3:A5,A450,A450,NCRPIS,AMES 23437,02ncai01 SD,
Ames23438:81FE8ABXX:5:C6,A451,A451,NCRPIS,AMES 23438,03ncai01 SD,
Ames23439:81FENABXX:7:D6,A480,A480,NCRPIS,AMES 23439,02ncai01 SD,
Ames23440:81N4HABXX:4:A1,A495,A495,NCRPIS,AMES 23440,98ncai01 SD,
Ames23441:81FE8ABXX:6:A2,A497,A497,NCRPIS,AMES 23441,98ncai01 SD,
Ames23442:81FENABXX:2:A11,A498,A498,NCRPIS,AMES 23442,98ncai01 SD,
Ames23443:81N4HABXX:4:F8,A499,A499,NCRPIS,AMES 23443,98ncai01 SD,
Ames23444:81FE8ABXX:4:G12,A500,A500,NCRPIS,AMES 23444,98ncai01 SD,
Ames23445:81FE8ABXX:4:H12,A502,A502,NCRPIS,AMES 23445,98ncai01 SD,
Ames23446:81FE8ABXX:5:E10,A508,A508,NCRPIS,AMES 23446,98ncai01 SD,
Ames23447:81FE8ABXX:6:F9,A509,A509,NCRPIS,AMES 23447,98ncai01 SD,
Ames23448:81FE8ABXX:5:C8,A547,A547,NCRPIS,AMES 23448,02ncai01 SD,
Ames23449:81FE8ABXX:6:D2,A548,A548,NCRPIS,AMES 23449,98ncai01 SD,
Ames23450:81FE8ABXX:6:B10,A556,A556,NCRPIS,AMES 23450,06ncai01 SD,
Ames23450:81N4HABXX:5:G5,A556,A556,NCRPIS,AMES 23450,04ncai02 SD,
Ames23451:81FENABXX:3:C7,A572,A572,NCRPIS,AMES 23451,98ncai01 SD,
Ames23452:81FENABXX:7:C5,A575,A575,NCRPIS,AMES 23452,98ncai01 SD,
Ames23455:81FE8ABXX:5:A12,A588,A588,NCRPIS,AMES 23455,01ncai01 SD,
Ames23456:81N4HABXX:5:D2,A617,A617,NCRPIS,AMES 23456,02ncai01 SD,
Ames23457:81FE8ABXX:6:B4,A618,A618,NCRPIS,AMES 23457,07ncai01 SD,
Ames23458:81N4HABXX:2:D11,A619HT,A619HT,NCRPIS,AMES 23458,02ncai01 SD,
Ames23459:81N4HABXX:7:B6,A622,A622,NCRPIS,AMES 23459,07ncai01 SD,
Ames23460:81FENABXX:2:F5,A624,A624,NCRPIS,AMES 23460,97ncai01 SD,
Ames23461:81FE8ABXX:6:H5,A625,A625,NCRPIS,AMES 23461,97ncai01 SD,
Ames23463:81FE8ABXX:5:E9,A627,A627,NCRPIS,AMES 23463,02ncai01 SD,
Ames23464:81FE8ABXX:6:C11,A628,A628,NCRPIS,AMES 23464,01ncai01 SD,
Ames23465:81N4HABXX:2:F6,A629,A629,NCRPIS,AMES 23465,98ncai01 SD,
Ames23466:81FE8ABXX:6:E4,A630,A630,NCRPIS,AMES 23466,98ncai01 SD,
Ames23467:81FE8ABXX:6:G3,A631,A631,NCRPIS,AMES 23467,98ncai01 SD,
Ames23468:81FE8ABXX:6:A6,A632HT,A632HT,NCRPIS,AMES 23468,02ncai01 SD,
Ames23469:81FE8ABXX:1:B1,A632HTN,A632HTN,NCRPIS,AMES 23469,02ncai01 SD,
Ames23470:81N4HABXX:6:G7,A632RpRp,A632RpRp,NCRPIS,AMES 23470,02ncai01 SD,
Ames23471:81FE8ABXX:5:H10,A633,A633,NCRPIS,AMES 23471,02ncai01 SD,
Ames23473:81FENABXX:2:G1,A635RpRp,A635RpRp,NCRPIS,AMES 23473,02ncai01 SD,
Ames23474:81FE8ABXX:5:D4,A636,A636,NCRPIS,AMES 23474,98ncai01 SD,
Ames23475:81FE8ABXX:4:F12,A637,A637,NCRPIS,AMES 23475,08ncai01 SD,
Ames23476:81FE8ABXX:5:A2,A638,A638,NCRPIS,AMES 23476,98ncai01 SD,
Ames23477:81FENABXX:4:D12,A640,A640,NCRPIS,AMES 23477,98ncai01 SD,
Ames23478:81FE8ABXX:6:H2,A643,A643,NCRPIS,AMES 23478,08ncai01 SD,
Ames23479:81FE8ABXX:5:B5,A644,A644,NCRPIS,AMES 23479,07ncai01 SD,
Ames23480:81FE8ABXX:5:G1,A645,A645,NCRPIS,AMES 23480,02ncai01 SD,
Ames23481:81FENABXX:3:A1,A646,A646,NCRPIS,AMES 23481,97ncai01 SD,
Ames23482:81FE8ABXX:6:B12,not included,A649,NCRPIS,AMES 23482,97ncai01 SD,
Ames23482:81FENABXX:7:H1,A649,A649,NCRPIS,AMES 23482,97ncai01 SD,
Ames23482:D0D0BACXX:3:E4,A649,A649,NCRPIS,AMES 23482,10240,
Ames23483:81FE8ABXX:6:C10,A650,A650,NCRPIS,AMES 23483,97ncai01 SD,
Ames23484:81FE8ABXX:6:F5,A651,A651,NCRPIS,AMES 23484,01ncai01 SD,
Ames23485:81FE8ABXX:5:A5,A652,A652,NCRPIS,AMES 23485,07ncai01 SD,
Ames23486:81FENABXX:2:C11,A653,A653,NCRPIS,AMES 23486,02ncai01 SD,
Ames23487:D0D0BACXX:3:F3,A655,A655,NCRPIS,AMES 23487,10188,
Ames23488:81FE8ABXX:6:F6,A656,A656,NCRPIS,AMES 23488,07ncai01 SD,
Ames23490:81FE8ABXX:5:D8,A666,A666,NCRPIS,AMES 23490,07ncai01 SD,
Ames23491:81FE8ABXX:6:D6,A667,A667,NCRPIS,AMES 23491,02ncai01 SD,
Ames23492:81FENABXX:3:G4,A668,A668,NCRPIS,AMES 23492,03ncai01 SD,
Ames23493:81N4HABXX:7:F11,A669,A669,NCRPIS,AMES 23493,02ncai01 SD,
Ames23494:81FENABXX:3:C1,A670,A670,NCRPIS,AMES 23494,02ncai01 SD,
Ames23495:81FENABXX:7:F7,A671,A671,NCRPIS,AMES 23495,02ncai01 SD,
Ames23496:81FENABXX:7:F6,A672,A672,NCRPIS,AMES 23496,02ncai01 SD,
Ames23496:D0D0BACXX:3:D5,A672,A672,NCRPIS,AMES 23496,10317,
Ames23497:81FE8ABXX:5:H3,A673,A673,NCRPIS,AMES 23497,02ncab01 SD,
Ames23498:81FENABXX:3:G3,A674,A674,NCRPIS,AMES 23498,02ncai01 SD,
Ames23499:81FENABXX:3:C9,A675,A675,NCRPIS,AMES 23499,02ncai01 SD,
Ames23500:81FE8ABXX:5:G6,A676,A676,NCRPIS,AMES 23500,97ncai01 SD,
Ames23501:81FE8ABXX:6:C2,A677,A677,NCRPIS,AMES 23501,02ncai01 SD,
Ames23502:81FE8ABXX:6:H8,A678,A678,NCRPIS,AMES 23502,02ncai01 SD,
Ames23503:81FE7ABXX:6:E4,A680,A680,NCRPIS,AMES 23503,06ncai01 SD,
Ames23503:81FENABXX:1:E6,A680,A680,NCRPIS,AMES 23503,97ncai01 SD,
Ames23504:81FENABXX:3:E4,A681,A681,NCRPIS,AMES 23504,97ncai01 SD,
Ames23505:81FE8ABXX:6:H6,A683,A683,NCRPIS,AMES 23505,02ncai01 SD,
Ames23506:81N4HABXX:6:E7,not included,C38,NCRPIS,AMES 23506,97ncai01 SD,
Ames23507:81N4HABXX:7:E12,C42,C42,NCRPIS,AMES 23507,97ncai01 SD,
Ames23508:81FE8ABXX:6:F8,S4,S4,NCRPIS,AMES 23508,97ncai01 SD,
Ames23509:81FE8ABXX:5:E1,S8,S8,NCRPIS,AMES 23509,97ncai01 SD,
Ames23510:81FE8ABXX:5:H8,S43,S43,NCRPIS,AMES 23510,01ncai01 SD,
Ames23922:81FE8ABXX:1:B7,Oh51A,Oh51A,NCRPIS,AMES 23922,99ncab01 SD,
Ames23923:81FE8ABXX:2:B9,Tx61M,Tx61M,NCRPIS,AMES 23923,05ncei01 SD,
Ames23924:81FE8ABXX:2:F12,Tx706,Tx706,NCRPIS,AMES 23924,98ncai01 SD,
Ames24575:81FE7ABXX:1:H4,IDS28,IDS28,NCRPIS,AMES 24575,99ncai01 SD,
Ames24576:81FENABXX:4:H7,IDS69,IDS69,NCRPIS,AMES 24576,99ncai01 SD,
Ames24577:81FENABXX:4:E2,IDS91,IDS91,NCRPIS,AMES 24577,99ncai01 SD,
Ames24589:81N4HABXX:7:H12,I159,I159,NCRPIS,AMES 24589,08ncai01 SD,
Ames24590:81FE7ABXX:4:B3,I198,I198,NCRPIS,AMES 24590,99ncai01 SD,
Ames24704:81FENABXX:2:H12,MS1,MS1,NCRPIS,AMES 24704,08ncai01 SD,
Ames24705:81FE8ABXX:5:D1,MS4,MS4,NCRPIS,AMES 24705,07ncai01 SD,
Ames24706:81FE8ABXX:5:F12,MS12,MS12,NCRPIS,AMES 24706,03ncai01 SD,
Ames24707:81FENABXX:2:H9,MS24,MS24,NCRPIS,AMES 24707,03ncai01 SD,
Ames24708:81FE8ABXX:6:E8,MS24A,MS24A,NCRPIS,AMES 24708,07ncai01 SD,
Ames24709:81FE8ABXX:6:C6,MS57,MS57,NCRPIS,AMES 24709,08ncai01 SD,
Ames24710:81FENABXX:2:A12,MS67,MS67,NCRPIS,AMES 24710,03ncai01 SD,
Ames24711:81FE8ABXX:6:A4,MS68,MS68,NCRPIS,AMES 24711,07ncai01 SD,
Ames24712:81N4HABXX:6:B1,MS71,MS71,NCRPIS,AMES 24712,08ncai01 SD,
Ames24712:D0D0BACXX:3:C4,MS71,MS71,NCRPIS,AMES 24712,10230,
Ames24713:81FENABXX:3:B4,MS72,MS72,NCRPIS,AMES 24713,03ncai01 SD,
Ames24714:81FENABXX:2:B10,MS74,MS74,NCRPIS,AMES 24714,08ncai01 SD,
Ames24715:81FENABXX:2:B9,MS75,MS75,NCRPIS,AMES 24715,03ncai01 SD,
Ames24716:81FE8ABXX:5:B1,MS76,MS76,NCRPIS,AMES 24716,03ncai01 SD,
Ames24717:81FE8ABXX:6:D12,MS77,MS77,NCRPIS,AMES 24717,07ncai01 SD,
Ames24718:81FENABXX:2:H11,MS78,MS78,NCRPIS,AMES 24718,07ncai01 SD,
Ames24719:81FE8ABXX:6:G9,MS79,MS79,NCRPIS,AMES 24719,07ncai01 SD,
Ames24720:81FE8ABXX:4:D12,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24720:C07W2ACXX:1:F2,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24720:C07W2ACXX:2:F2,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24720:D0D0BACXX:1:F2,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24720:D0D7RACXX:1:F2,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24720:D0D7RACXX:2:F2,MS80,MS80,NCRPIS,AMES 24720,08ncai01 SD,
Ames24721:81FENABXX:3:G7,MS81,MS81,NCRPIS,AMES 24721,03ncai01 SD,
Ames24722:81FENABXX:3:C3,MS89,MS89,NCRPIS,AMES 24722,03ncai01 SD,
Ames24723:81FE8ABXX:4:B12,MS91,MS91,NCRPIS,AMES 24723,98ncao01 SD,
Ames24724:81FE8ABXX:6:F1,MS92,MS92,NCRPIS,AMES 24724,07ncai01 SD,
Ames24725:81FE8ABXX:6:G7,MS93,MS93,NCRPIS,AMES 24725,03ncai01 SD,
Ames24726:81FENABXX:3:B3,Ms100,MS100,NCRPIS,AMES 24726,03ncai01 SD,
Ames24727:81FE8ABXX:5:C7,MS106,MS106,NCRPIS,AMES 24727,99ncai01 SD,
Ames24728:D0D0BACXX:3:G4,MS107,MS107,NCRPIS,AMES 24728,10245,
Ames24729:81N4HABXX:6:D2,MS116,MS116,NCRPIS,AMES 24729,99ncai01 SD,
Ames24730:81N4HABXX:3:E8,MS132,MS132,NCRPIS,AMES 24730,99ncai01 SD,
Ames24732:81FE8ABXX:5:E6,MS141,MS141,NCRPIS,AMES 24732,99ncai01 SD,
Ames24733:81FE8ABXX:6:F4,MS142,MS142,NCRPIS,AMES 24733,99ncai01 SD,
Ames24734:81FENABXX:2:C12,MS153,MS153,NCRPIS,AMES 24734,99ncai01 SD,
Ames24735:81FE8ABXX:6:G5,MS198,MS198,NCRPIS,AMES 24735,07ncai01 SD,
Ames24736:81FENABXX:3:F3,MS199,MS199,NCRPIS,AMES 24736,08ncai01 SD,
Ames24737:81FE8ABXX:5:F6,MS200,MS200,NCRPIS,AMES 24737,99ncai01 SD,
Ames24738:81FE8ABXX:6:A5,MS201,MS201,NCRPIS,AMES 24738,07ncai01 SD,
Ames24739:81N4HABXX:6:G9,MS203,MS203,NCRPIS,AMES 24739,99ncai01 SD,
Ames24740:81FE8ABXX:5:A1,MS204,MS204,NCRPIS,AMES 24740,99ncai01 SD,
Ames24741:81FE8ABXX:5:D2,MS206,MS206,NCRPIS,AMES 24741,08ncai01 SD,
Ames24742:81FE8ABXX:5:F8,MS211,MS211,NCRPIS,AMES 24742,05ncai01 SD,
Ames24743:81FE8ABXX:6:D4,MS214,MS214,NCRPIS,AMES 24743,08ncai01 SD,
Ames24744:81FENABXX:4:B1,MS215,MS215,NCRPIS,AMES 24744,07ncai01 SD,
Ames24745:81FE8ABXX:5:E12,MS216,MS216,NCRPIS,AMES 24745,99ncai01 SD,
Ames24746:81FENABXX:7:H7,MS221,MS221,NCRPIS,AMES 24746,99ncai01 SD,
Ames24747:81FE8ABXX:6:G4,MS222,MS222,NCRPIS,AMES 24747,99ncai01 SD,
Ames24748:81FE8ABXX:6:B11,MS223,MS223,NCRPIS,AMES 24748,99ncai01 SD,
Ames24749:81FENABXX:3:D4,MS224,MS224,NCRPIS,AMES 24749,99ncai01 SD,
Ames24750:81FENABXX:3:A6,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24750:C07W2ACXX:1:A5,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24750:C07W2ACXX:2:A5,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24750:D0D0BACXX:1:A5,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24750:D0D7RACXX:1:A5,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24750:D0D7RACXX:2:A5,MS225,MS225,NCRPIS,AMES 24750,99ncai01 SD,
Ames24751:81FE8ABXX:5:E5,MS226,MS226,NCRPIS,AMES 24751,99ncai01 SD,
Ames24752:81FE8ABXX:6:A10,MS1334,MS1334,NCRPIS,AMES 24752,04ncai01 SD,
Ames24989:81N4HABXX:7:C1,Va99,Va99,NCRPIS,AMES 24989,04ncai01 SD,
Ames25179:81N4HABXX:2:H3,SeparationfromSC84E,Separation from SC84E,NCRPIS,AMES 25179,90ncab02 SD,
Ames25181:D0D0BACXX:4:F11,SeparationfromSC16,Separation from SC16,NCRPIS,AMES 25181,12706,
Ames25182:81FE7ABXX:6:B10,SeparationfromSC90,Separation from SC90,NCRPIS,AMES 25182,91ncai02 SD,
Ames25218:81FE7ABXX:6:B9,GA221,GA221,NCRPIS,AMES 25218,06ncei01 SD,
Ames25218:D0D0BACXX:4:D1,GA221,GA221,NCRPIS,AMES 25218,12756,
Ames25219:81FENABXX:2:G4,A619Ht1,A619Ht1,NCRPIS,AMES 25219,01ncai01 SD,
Ames25219:D0D0BACXX:3:G9,A619Ht1,A619Ht1,NCRPIS,AMES 25219,10683,
Ames25220:81FENABXX:1:B8,A619Ht2,A619Ht2,NCRPIS,AMES 25220,02ncai01 SD,
Ames25221:81N4HABXX:7:D8,A619Ht3,A619Ht3,NCRPIS,AMES 25221,02ncai01 SD,
Ames25372:81FENABXX:4:F7,Pa91HT1,Pa91HT1,NCRPIS,AMES 25372,02ncai01 SD,
Ames25373:81FENABXX:5:G10,Pa91HT2,Pa91HT2,NCRPIS,AMES 25373,02ncai01 SD,
Ames25374:81FE7ABXX:3:C2,Pa91HT3,Pa91HT3,NCRPIS,AMES 25374,02ncai01 SD,
Ames25559:81FE7ABXX:5:A5,H60,H60,NCRPIS,AMES 25559,03ncai01 SD,
Ames26004:81N4HABXX:5:G11,MINN5,MINN #5,NCRPIS,AMES 26004,01ncai01 SD,
Ames26021:81FENABXX:2:E12,P8,P8,NCRPIS,AMES 26021,08ncai01 SD,
Ames26022:81FENABXX:1:D12,Tr,Tr,NCRPIS,AMES 26022,01ncai01 SD,
Ames26022:D0D0BACXX:3:F3,Tr,Tr,NCRPIS,AMES 26022,11335,
Ames26028:81FE7ABXX:2:D5,CI540,CI 540,NCRPIS,AMES 26028,01ncai01 SD,
Ames26114:81FE7ABXX:3:G3,CI1,CI 1,NCRPIS,AMES 26114,03ncai01 SD,
Ames26115:81FENABXX:5:G2,CI2,CI 2,NCRPIS,AMES 26115,03ncai01 SD,
Ames26116:81FE7ABXX:1:F7,CI3A,CI 3A,NCRPIS,AMES 26116,04ncai02 SD,
Ames26116:81FENABXX:5:D7,CI3A,CI 3A,NCRPIS,AMES 26116,06ncai01 SD,
Ames26117:81FENABXX:6:B2,CI7A,CI 7A,NCRPIS,AMES 26117,03ncai01 SD,
Ames26118:81FENABXX:5:A12,CI11B,CI 11B,NCRPIS,AMES 26118,01ncai01 SD,
Ames26119:81FENABXX:5:D1,CI19,CI 19,NCRPIS,AMES 26119,01ncai01 SD,
Ames26120:81FENABXX:3:D10,CI20,CI 20,NCRPIS,AMES 26120,01ncai01 SD,
Ames26121:81FENABXX:4:F2,CI28,CI 28,NCRPIS,AMES 26121,03ncai01 SD,
Ames26122:81FE7ABXX:1:H3,CI28B,CI 28B,NCRPIS,AMES 26122,01ncai01 SD,
Ames26123:81FE7ABXX:2:D3,CI28C,CI 28C,NCRPIS,AMES 26123,03ncai01 SD,
Ames26124:81FE7ABXX:1:B5,CI30,CI 30,NCRPIS,AMES 26124,01ncai01 SD,
Ames26125:81FENABXX:3:H11,CI31,CI 31,NCRPIS,AMES 26125,01ncai01 SD,
Ames26126:81FE7ABXX:2:G9,CI32,CI 32,NCRPIS,AMES 26126,01ncai01 SD,
Ames26127:81FE7ABXX:2:G4,CI34,CI 34,NCRPIS,AMES 26127,03ncai01 SD,
Ames26128:81FENABXX:4:E7,CI40H,CI 40H,NCRPIS,AMES 26128,01ncai01 SD,
Ames26129:81FE7ABXX:1:E7,CI41,CI 41,NCRPIS,AMES 26129,01ncai01 SD,
Ames26130:81FENABXX:4:A12,CI46,CI 46,NCRPIS,AMES 26130,03ncai01 SD,
Ames26131:81FE7ABXX:1:B3,CI70,CI 70,NCRPIS,AMES 26131,01ncai01 SD,
Ames26132:81FE7ABXX:2:B11,CI72,CI 72,NCRPIS,AMES 26132,01ncai01 SD,
Ames26133:81FENABXX:5:A10,CI74,CI 74,NCRPIS,AMES 26133,03ncai01 SD,
Ames26134:81FENABXX:4:D8,CI75,CI 75,NCRPIS,AMES 26134,01ncai01 SD,
Ames26135:81FENABXX:5:D10,CI82B,CI 82B,NCRPIS,AMES 26135,00ncao01 SD,
Ames26135:D0D0BACXX:3:F1,CI82B,CI 82B,NCRPIS,AMES 26135,11738,
Ames26136:81FENABXX:4:G3,CI84B,CI 84B,NCRPIS,AMES 26136,01ncai01 SD,
Ames26137:81FENABXX:4:B10,CI91C,CI 91C,NCRPIS,AMES 26137,01ncai01 SD,
Ames26138:81FE8ABXX:7:B7,CI187-2,CI 187-2,NCRPIS,AMES 26138,07ncai01 SD,
Ames26138:81FE8ABXX:7:H9,CI187-2,CI 187-2,NCRPIS,AMES 26138,07ncai02 SD,
Ames26138:81N4HABXX:2:H1,CI187-2,CI 187-2,NCRPIS,AMES 26138,04ncai02 SD,
Ames26439:D0D0BACXX:4:C12,GEMN-0034,GEMN-0034,NCRPIS,AMES 26439,12292,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames26443:D0D0BACXX:4:C8,GEMN-0038,GEMN-0038,NCRPIS,AMES 26443,12237,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames26484:D0D0BACXX:4:E11,GEMS-0008,GEMS-0008,NCRPIS,AMES 26484,12299,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames26501:D0D0BACXX:4:A5,GEMS-0026,GEMS-0026,NCRPIS,AMES 26501,12254,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames26511:D0D0BACXX:4:D9,GEMS-0007,GEMS-0007,NCRPIS,AMES 26511,12246,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames26604:81FE8ABXX:2:D2,38-11,38-11,NCRPIS,AMES 26604,02ncab02 SD,
Ames26604:81N4HABXX:4:B7,38-11,38-11,NCRPIS,AMES 26604,03ncai02 SD,
Ames26604:81N4HABXX:5:A6,38-11,38-11,NCRPIS,AMES 26604,03ncai03 SD,
Ames26604:81N4HABXX:5:H3,38-11,38-11,NCRPIS,AMES 26604,03ncai01 SD,
Ames26741:81FENABXX:1:F3,WX187-2,WX187-2,NCRPIS,AMES 26741,07ncai01 SD,
Ames26742:81N4HABXX:7:G12,WX33-16,WX33-16,NCRPIS,AMES 26742,02ncai01 SD,
Ames26743:81FENABXX:1:B11,WX38-11,WX38-11,NCRPIS,AMES 26743,02ncai01 SD,
Ames26744:81FE7ABXX:4:D8,WXB14,WXB14,NCRPIS,AMES 26744,07ncai01 SD,
Ames26745:81FENABXX:1:D1,WXB6,WXB6,NCRPIS,AMES 26745,07ncai01 SD,
Ames26746:81FE7ABXX:5:H8,WXHy,WXHy,NCRPIS,AMES 26746,07ncai01 SD,
Ames26747:81FE7ABXX:6:D7,WXI198,WXI198,NCRPIS,AMES 26747,07ncai01 SD,
Ames26748:81N4HABXX:7:F12,WXI205,WXI205,NCRPIS,AMES 26748,07ncai01 SD,
Ames26749:81FE7ABXX:3:G7,WXK41,WXK41,NCRPIS,AMES 26749,08ncai01 SD,
Ames26750:81FE7ABXX:3:B10,WXK44,WXK44,NCRPIS,AMES 26750,02ncai01 SD,
Ames26751:81FE7ABXX:4:E9,WXK55,WXK55,NCRPIS,AMES 26751,02ncai01 SD,
Ames26752:81N4HABXX:7:A3,WXK64,WXK64,NCRPIS,AMES 26752,08ncai01 SD,
Ames26753:81FE7ABXX:6:G3,WXL289,WXL289,NCRPIS,AMES 26753,03ncai01 SD,
Ames26754:81FENABXX:1:C7,WXL317,WXL317,NCRPIS,AMES 26754,06ncai01 SD,
Ames26755:81FE7ABXX:5:H6,WXM14,WXM14,NCRPIS,AMES 26755,08ncai01 SD,
