Subdate,Variety,SampleID,d15N,Namount,TrayName,SampleWeight,d15ref,time,block,Ndfa
10/7/13,B73,EVO1B-1-1-1,8.56,86.71,EVO-PROJ-1,2.6,5.139456913,T1,1,-66.5545629606877
10/7/13,B73,EVO1B-1-1-2,8.54,74.96,EVO-PROJ-1,2.4,5.139456913,T1,2,-66.1654167855459
10/7/13,B73,EVO1B-1-1-3,8.61,65.43,EVO-PROJ-1,2.1,5.139456913,T1,3,-67.5274283985421
10/7/13,B73,EVO1B-1-2-1,7.51,108.13,EVO-PROJ-1,3.1,5.139456913,T1,1,-46.1243887657435
10/7/13,B73,EVO1B-1-2-2,7.51,119.01,EVO-PROJ-1,3.4,5.139456913,T1,2,-46.1243887657435
10/7/13,B73,EVO1B-1-3-1,10.27,82.19,EVO-PROJ-1,2.8,5.139456913,T1,1,-99.826560935311
10/7/13,B73,EVO1B-1-3-2,11.14,73.75,EVO-PROJ-1,2.7,5.139456913,T1,2,-116.754419553979
10/7/13,B73,EVO1B-1-3-3,11.23,61.19,EVO-PROJ-1,2,5.139456913,T1,3,-118.505577342117
10/7/13,B73,EVO1B-1-4-1,8.59,102.6,EVO-PROJ-1,3,5.139456913,T1,1,-67.1382822234004
10/7/13,B73,EVO1B-1-4-2,8.19,85.35,EVO-PROJ-1,2.5,5.139456913,T1,2,-59.3553587205645
10/8/13,B73,EVO1B-1-5-2,10.54,66.81,EVO-PROJ-2,2,5.139456913,T1,2,-105.080034299725
10/8/13,B73,EVO1B-1-6-1,7.35,104.06,EVO-PROJ-2,2.9,5.139456913,T1,1,-43.0112193646091
10/8/13,B73,EVO1B-1-6-2,7.21,93.57,EVO-PROJ-2,4.3,5.139456913,T1,2,-40.2871961386166
10/8/13,B73,EVO1B-1-6-3,6.96,139.75,EVO-PROJ-2,2.9,5.139456913,T1,3,-35.4228689493442
10/8/13,B73,EVO1B-1-7-1,6.11,131.35,EVO-PROJ-2,3.3,5.139456913,T1,1,-18.884156505818
10/8/13,B73,EVO1B-1-7-2,6.18,135.55,EVO-PROJ-2,3,5.139456913,T1,2,-20.2461681188142
10/8/13,B73,EVO1B-1-7-3,6.72,128.73,EVO-PROJ-2,3.2,5.139456913,T1,3,-30.7531148476427
10/8/13,B73,EVO1B-2-1-1,7.74,111.41,EVO-PROJ-2,3.4,5.139456913,T1,1,-50.5995697798741
10/8/13,B73,EVO1B-2-1-3,8.6,129.78,EVO-PROJ-2,2.8,5.139456913,T1,3,-67.3328553109713
10/8/13,B73,EVO1B-2-2-1,7.49,116.66,EVO-PROJ-2,3.1,5.139456913,T1,1,-45.7352425906017
10/8/13,B73,EVO1B-2-2-2,7.06,131.35,EVO-PROJ-2,3.9,5.139456913,T1,2,-37.3685998250531
10/8/13,B73,EVO1B-2-2-3,7.23,104.06,EVO-PROJ-2,3.4,5.139456913,T1,3,-40.6763423137584
10/8/13,B73,EVO1B-2-3-1,8.42,127.68,EVO-PROJ-2,4.1,5.139456913,T1,1,-63.8305397346951
10/8/13,B73,EVO1B-2-3-2,8.39,99.34,EVO-PROJ-2,2.4,5.139456913,T1,2,-63.2468204719824
10/8/13,B73,EVO1B-2-3-3,8.41,76.78,EVO-PROJ-2,3.3,5.139456913,T1,3,-63.6359666471242
10/8/13,B73,EVO1B-2-4-1,7.75,88.85,EVO-PROJ-2,4.2,5.139456913,T1,1,-50.794142867445
10/8/13,B73,EVO1B-2-4-2,7.66,119.28,EVO-PROJ-2,3.4,5.139456913,T1,2,-49.042985079307
10/8/13,B73,EVO1B-2-4-3,7.79,141.32,EVO-PROJ-2,3,5.139456913,T1,3,-51.5724352177286
10/8/13,B73,EVO1B-2-5-1,7.61,124,EVO-PROJ-2,3.7,5.139456913,T1,1,-48.0701196414525
10/8/13,B73,EVO1B-2-5-2,7.43,109.84,EVO-PROJ-2,3.3,5.139456913,T1,2,-44.5678040651763
10/8/13,B73,EVO1B-2-5-3,7.47,133.45,EVO-PROJ-2,3.7,5.139456913,T1,3,-45.3460964154599
10/8/13,B73,EVO1B-2-6-1,7.41,98.82,EVO-PROJ-2,2.9,5.139456913,T1,1,-44.1786578900345
10/8/13,B73,EVO1B-2-6-2,7.3,83.08,EVO-PROJ-2,2.6,5.139456913,T1,2,-42.0383539267547
10/8/13,B73,EVO1B-2-6-3,7.38,98.82,EVO-PROJ-2,3.1,5.139456913,T1,3,-43.5949386273218
10/8/13,B73,EVO1B-2-7-1,6.29,109.84,EVO-PROJ-2,3.7,5.139456913,T1,1,-22.3864720820941
10/8/13,B73,EVO1B-2-7-2,6.35,98.29,EVO-PROJ-2,2.8,5.139456913,T1,2,-23.5539106075195
10/8/13,B73,EVO1B-2-7-3,6.24,118.76,EVO-PROJ-2,3.6,5.139456913,T1,3,-21.4136066442396
10/8/13,B73,EVO1B-3-1-1,5.07,103.01,EVO-PROJ-2,3,5.139456913,T1,1,1.35144460155531
10/8/13,B73,EVO1B-3-1-2,5,96.19,EVO-PROJ-2,3.1,5.139456913,T1,2,2.7134562145516
10/8/13,B73,EVO1B-3-1-3,5.07,96.19,EVO-PROJ-2,3.4,5.139456913,T1,3,1.35144460155531
10/8/13,B73,EVO1B-3-2-1,7.25,76.78,EVO-PROJ-2,3.2,5.139456913,T1,1,-41.0654884889002
10/8/13,B73,EVO1B-3-2-2,7.3,79.93,EVO-PROJ-2,2.8,5.139456913,T1,2,-42.0383539267547
10/8/13,B73,EVO1B-3-2-3,7.13,101.44,EVO-PROJ-2,2.4,5.139456913,T1,3,-38.7306114380494
10/8/13,B73,EVO1B-3-3-1,5.98,135.55,EVO-PROJ-2,4,5.139456913,T1,1,-16.3547063673963
10/8/13,B73,EVO1B-3-3-2,5.89,174.9,EVO-PROJ-2,4.5,5.139456913,T1,2,-14.6035485792582
10/8/13,B73,EVO1B-3-3-3,5.82,148.67,EVO-PROJ-2,3.6,5.139456913,T1,3,-13.2415369662619
10/8/13,B73,EVO1B-3-4-1,5.48,129.78,EVO-PROJ-2,2.9,5.139456913,T1,1,-6.62605198885146
10/8/13,B73,EVO1B-3-4-2,5.57,115.08,EVO-PROJ-2,3,5.139456913,T1,2,-8.37720977698953
10/8/13,B73,EVO1B-3-4-3,5.56,110.89,EVO-PROJ-2,3.6,5.139456913,T1,3,-8.18263668941862
10/8/13,B73,EVO1B-3-5-1,6.67,133.97,EVO-PROJ-2,2.6,5.139456913,T1,1,-29.7802494097882
10/8/13,B73,EVO1B-3-5-2,6.46,136.07,EVO-PROJ-2,3.9,5.139456913,T1,2,-25.6942145707993
10/8/13,B73,EVO1B-3-5-3,6.58,100.92,EVO-PROJ-2,3.5,5.139456913,T1,3,-28.0290916216501
10/8/13,B73,EVO1B-3-7-1,7,84.12,EVO-PROJ-2,3.3,5.139456913,T1,1,-36.2011612996278
10/8/13,B73,EVO1B-3-7-2,6.72,103.01,EVO-PROJ-2,2.6,5.139456913,T1,2,-30.7531148476427
10/8/13,B73,EVO1B-3-7-3,6.95,111.94,EVO-PROJ-2,3.8,5.139456913,T1,3,-35.2282958617733
10/8/13,B73,EVO1B-4-1-1,5.49,126.1,EVO-PROJ-2,2.9,5.139456913,T1,1,-6.82062507642235
10/8/13,B73,EVO1B-4-1-2,5.96,101.97,EVO-PROJ-2,2.6,5.139456913,T1,2,-15.9655601922545
10/8/13,B73,EVO1B-4-1-3,6.09,122.95,EVO-PROJ-2,3.2,5.139456913,T1,3,-18.4950103306762
10/8/13,B73,EVO1B-4-2-1,4.26,118.76,EVO-PROJ-2,2.6,5.139456913,T1,1,17.111864694798
10/8/13,B73,EVO1B-4-2-2,3.55,108.26,EVO-PROJ-2,3.3,5.139456913,T1,2,30.9265539123316
10/8/13,B73,EVO1B-4-2-3,3.85,142.89,EVO-PROJ-2,2.9,5.139456913,T1,3,25.0893612852047
10/8/13,B73,EVO1B-4-3-1,6.55,153.91,EVO-PROJ-2,4.6,5.139456913,T1,1,-27.4453723589374
10/8/13,B73,EVO1B-4-3-2,6,145.52,EVO-PROJ-2,4.4,5.139456913,T1,2,-16.7438525425381
10/8/13,B73,EVO1B-4-3-3,6.59,119.28,EVO-PROJ-2,3.4,5.139456913,T1,3,-28.223664709221
10/8/13,B73,EVO1B-4-4-1,5.42,158.11,EVO-PROJ-2,3.5,5.139456913,T1,1,-5.45861346342607
10/8/13,B73,EVO1B-4-4-2,5.3,129.78,EVO-PROJ-2,3.5,5.139456913,T1,2,-3.12373641257531
10/8/13,B73,EVO1B-4-4-3,5.43,120.86,EVO-PROJ-2,4.6,5.139456913,T1,3,-5.65318655099696
10/8/13,B73,EVO1B-4-5-1,3.24,147.62,EVO-PROJ-2,3.6,5.139456913,T1,1,36.9583196270294
10/8/13,B73,EVO1B-4-5-2,3.1,129.78,EVO-PROJ-2,3.2,5.139456913,T1,2,39.682342853022
10/8/13,B73,EVO1B-4-5-3,3.46,136.6,EVO-PROJ-2,4.2,5.139456913,T1,3,32.6777117004697
10/8/13,B73,EVO1B-4-6-1,3.34,105.64,EVO-PROJ-2,3,5.139456913,T1,1,35.0125887513205
10/8/13,B73,EVO1B-4-6-2,2.55,95.14,EVO-PROJ-2,2.7,5.139456913,T1,2,50.3838626694213
10/8/13,B73,EVO1B-4-6-3,3.11,101.97,EVO-PROJ-2,3.2,5.139456913,T1,3,39.4877697654511
10/8/13,B73,EVO1B-4-7-1,4.17,92,EVO-PROJ-2,3.6,5.139456913,T1,1,18.863022482936
10/8/13,B73,EVO1B-4-7-2,4.03,103.54,EVO-PROJ-2,3.2,5.139456913,T1,2,21.5870457089286
10/8/13,B73,EVO1B-4-7-3,2.86,117.18,EVO-PROJ-2,2.9,5.139456913,T1,3,44.3520969547235
11/8/13,Carmita,Madi-412-1,5.41,156.64,Evo-Proj-Prio-4,4.3,5.139456913,T1,1,-5.26404037585518
11/8/13,Carmita,Madi-412-2,4.73,125.04,Evo-Proj-Prio-4,4.1,5.139456913,T1,2,7.9669295789658
11/8/13,Carmita,Madi-412-3,4.27,96.15,Evo-Proj-Prio-4,3.2,5.139456913,T1,3,16.9172916072271
11/8/13,Carmita,Madi-506-1,4.02,125.04,Evo-Proj-Prio-4,3.9,5.139456913,T1,1,21.7816187964995
11/8/13,Carmita,Madi-506-2,4.23,120.93,Evo-Proj-Prio-4,4.9,5.139456913,T1,2,17.6955839575106
11/8/13,Carmita,Madi-506-3,3.96,143.94,Evo-Proj-Prio-4,4.4,5.139456913,T1,3,22.9490573219249
11/8/13,Carmita,Madi-619-1,4.54,135.79,Evo-Proj-Prio-4,4.2,5.139456913,T1,1,11.6638182428128
11/8/13,Carmita,Madi-619-2,4.21,148.01,Evo-Proj-Prio-4,4.7,5.139456913,T1,2,18.0847301326524
11/8/13,Carmita,Madi-619-3,4.05,161.2,Evo-Proj-Prio-4,4.6,5.139456913,T1,3,21.1978995337868
11/8/13,Comaltepec,Madi-409-1,3.52,105.98,Evo-Proj-Prio-4,4.2,5.139456913,T1,1,31.5102731750443
11/8/13,Comaltepec,Madi-409-2,3.48,112.69,Evo-Proj-Prio-4,3.6,5.139456913,T1,2,32.2885655253279
11/8/13,Comaltepec,Madi-409-3,3.14,158.67,Evo-Proj-Prio-4,5,5.139456913,T1,3,38.9040505027384
11/8/13,Comaltepec,Madi-526-1,4.47,57.47,Evo-Proj-Prio-4,2.5,5.139456913,T1,1,13.0258298558091
11/8/13,Comaltepec,Madi-526-2,3.88,71.65,Evo-Proj-Prio-4,3.1,5.139456913,T1,2,24.505642022492
11/8/13,Comaltepec,Madi-526-3,4.65,75.31,Evo-Proj-Prio-4,3.1,5.139456913,T1,3,9.52351427953298
11/8/13,Comaltepec,Madi-624-1,5.25,108.57,Evo-Proj-Prio-4,3.8,5.139456913,T1,1,-2.15087097472083
11/8/13,Comaltepec,Madi-624-2,4.66,151.57,Evo-Proj-Prio-4,5,5.139456913,T1,2,9.32894119196208
11/8/13,Comaltepec,Madi-624-3,4.6,65.35,Evo-Proj-Prio-4,2.5,5.139456913,T1,3,10.4963797173875
10/11/13,Hickory King,EVO2A-1-1-1,9.25,85.16,EVO-PROJ-4,NA,5.139456913,T1,1,-79.9801060030795
10/11/13,Hickory King,EVO2A-1-1-2,9.23,89.31,EVO-PROJ-4,NA,5.139456913,T1,2,-79.5909598279378
10/11/13,Hickory King,EVO2A-1-1-3,9.28,114.15,EVO-PROJ-4,NA,5.139456913,T1,3,-80.5638252657922
10/11/13,Hickory King,EVO2A-1-2-1,8.67,108.46,EVO-PROJ-4,NA,5.139456913,T1,1,-68.6948669239675
10/11/13,Hickory King,EVO2A-1-2-2,8.17,99.15,EVO-PROJ-4,NA,5.139456913,T1,2,-58.9662125454227
10/11/13,Hickory King,EVO2A-1-2-3,8.56,81.01,EVO-PROJ-4,NA,5.139456913,T1,3,-66.5545629606877
10/11/13,Hickory King,EVO2A-1-3-1,8.38,62.31,EVO-PROJ-4,NA,5.139456913,T1,1,-63.0522473844115
10/11/13,Hickory King,EVO2A-1-3-2,8.35,53.47,EVO-PROJ-4,NA,5.139456913,T1,2,-62.4685281216988
10/11/13,Hickory King,EVO2A-1-3-3,8.12,63.35,EVO-PROJ-4,NA,5.139456913,T1,3,-57.9933471075682
10/11/13,Hickory King,EVO2A-1-4-1,8.79,99.67,EVO-PROJ-4,NA,5.139456913,T1,1,-71.0297439748183
10/11/13,Hickory King,EVO2A-1-4-2,8.99,84.13,EVO-PROJ-4,NA,5.139456913,T1,2,-74.9212057262362
10/11/13,Hickory King,EVO2A-1-4-3,8.96,113.12,EVO-PROJ-4,NA,5.139456913,T1,3,-74.3374864635236
10/11/13,Hickory King,EVO2A-1-5-1,9.58,62.31,EVO-PROJ-4,NA,5.139456913,T1,1,-86.4010178929191
10/11/13,Hickory King,EVO2A-1-5-2,9.39,59.71,EVO-PROJ-4,NA,5.139456913,T1,2,-82.7041292290721
10/11/13,Hickory King,EVO2A-1-5-3,9.06,67.51,EVO-PROJ-4,NA,5.139456913,T1,3,-76.2832173392325
10/11/13,Hickory King,EVO2A-1-6-1,8.84,81.01,EVO-PROJ-4,NA,5.139456913,T1,1,-72.0026094126728
10/11/13,Hickory King,EVO2A-1-6-2,8.48,100.19,EVO-PROJ-4,NA,5.139456913,T1,2,-64.9979782601205
10/11/13,Hickory King,EVO2A-1-6-3,8.73,116.22,EVO-PROJ-4,NA,5.139456913,T1,3,-69.8623054493929
10/11/13,Hickory King,EVO2A-1-7-1,8.39,74.78,EVO-PROJ-4,NA,5.139456913,T1,1,-63.2468204719824
10/11/13,Hickory King,EVO2A-1-7-2,8.4,74.78,EVO-PROJ-4,NA,5.139456913,T1,2,-63.4413935595533
10/11/13,Hickory King,EVO2A-1-7-3,8.52,81.53,EVO-PROJ-4,NA,5.139456913,T1,3,-65.7762706104041
10/11/13,Hickory King,EVO2A-2-1-1,9.55,103.81,EVO-PROJ-4,NA,5.139456913,T1,1,-85.8172986302065
10/11/13,Hickory King,EVO2A-2-1-2,9.31,96.05,EVO-PROJ-4,NA,5.139456913,T1,2,-81.1475445285049
10/11/13,Hickory King,EVO2A-2-1-3,9.59,109.5,EVO-PROJ-4,NA,5.139456913,T1,3,-86.59559098049
10/11/13,Hickory King,EVO2A-2-2-1,8.54,93.46,EVO-PROJ-4,NA,5.139456913,T1,1,-66.1654167855459
10/11/13,Hickory King,EVO2A-2-2-2,8.34,68.03,EVO-PROJ-4,NA,5.139456913,T1,2,-62.2739550341279
10/11/13,Hickory King,EVO2A-2-2-3,8.68,96.56,EVO-PROJ-4,NA,5.139456913,T1,3,-68.8894400115384
10/11/13,Hickory King,EVO2A-2-3-1,8.11,89.31,EVO-PROJ-4,NA,5.139456913,T1,1,-57.7987740199973
10/11/13,Hickory King,EVO2A-2-3-2,8.18,108.46,EVO-PROJ-4,NA,5.139456913,T1,2,-59.1607856329936
10/11/13,Hickory King,EVO2A-2-3-3,7.95,111.57,EVO-PROJ-4,NA,5.139456913,T1,3,-54.685604618863
10/11/13,Hickory King,EVO2A-2-4-1,8.36,77.9,EVO-PROJ-4,NA,5.139456913,T1,1,-62.6631012092697
10/11/13,Hickory King,EVO2A-2-4-2,8.24,116.22,EVO-PROJ-4,NA,5.139456913,T1,2,-60.328224158419
10/11/13,Hickory King,EVO2A-2-4-3,8.35,115.7,EVO-PROJ-4,NA,5.139456913,T1,3,-62.4685281216988
10/11/13,Hickory King,EVO2A-2-5-1,9.14,118.8,EVO-PROJ-4,NA,5.139456913,T1,1,-77.8398020397997
10/11/13,Hickory King,EVO2A-2-5-2,9.25,101.22,EVO-PROJ-4,NA,5.139456913,T1,2,-79.9801060030795
10/11/13,Hickory King,EVO2A-2-5-3,8.9,104.33,EVO-PROJ-4,NA,5.139456913,T1,3,-73.1700479380982
10/11/13,Hickory King,EVO2A-2-6-1,8.16,76.34,EVO-PROJ-4,NA,5.139456913,T1,1,-58.7716394578518
10/11/13,Hickory King,EVO2A-2-6-2,8.51,90.35,EVO-PROJ-4,NA,5.139456913,T1,2,-65.5816975228332
10/11/13,Hickory King,EVO2A-2-6-3,8.14,90.35,EVO-PROJ-4,NA,5.139456913,T1,3,-58.38249328271
10/11/13,Hickory King,EVO2A-2-7-1,6.59,122.41,EVO-PROJ-4,NA,5.139456913,T1,1,-28.223664709221
10/11/13,Hickory King,EVO2A-2-7-2,6.26,151.27,EVO-PROJ-4,NA,5.139456913,T1,2,-21.8027528193814
10/11/13,Hickory King,EVO2A-2-7-3,6.31,158.98,EVO-PROJ-4,NA,5.139456913,T1,3,-22.7756182572359
10/11/13,Hickory King,EVO2A-3-1-1,11.15,122.41,EVO-PROJ-4,NA,5.139456913,T1,1,-116.94899264155
10/11/13,Hickory King,EVO2A-3-1-2,11.09,163.08,EVO-PROJ-4,NA,5.139456913,T1,2,-115.781554116125
10/11/13,Hickory King,EVO2A-3-1-3,11.04,153.32,EVO-PROJ-4,NA,5.139456913,T1,3,-114.80868867827
10/11/13,Hickory King,EVO2A-3-2-1,9.81,147.15,EVO-PROJ-4,NA,5.139456913,T1,1,-90.8761989070498
10/11/13,Hickory King,EVO2A-3-2-2,9.69,135.82,EVO-PROJ-4,NA,5.139456913,T1,2,-88.541321856199
10/11/13,Hickory King,EVO2A-3-2-3,9.55,132.73,EVO-PROJ-4,NA,5.139456913,T1,3,-85.8172986302065
10/11/13,Hickory King,EVO2A-3-3-1,8.21,76.86,EVO-PROJ-4,NA,5.139456913,T1,1,-59.7445048957063
10/11/13,Hickory King,EVO2A-3-3-2,8.38,102.78,EVO-PROJ-4,NA,5.139456913,T1,2,-63.0522473844115
10/11/13,Hickory King,EVO2A-3-3-3,7.73,78.94,EVO-PROJ-4,NA,5.139456913,T1,3,-50.4049966923032
10/11/13,Hickory King,EVO2A-3-4-1,9.12,92.94,EVO-PROJ-4,NA,5.139456913,T1,1,-77.4506558646579
10/11/13,Hickory King,EVO2A-3-4-2,8.98,108.98,EVO-PROJ-4,NA,5.139456913,T1,2,-74.7266326386654
10/11/13,Hickory King,EVO2A-3-4-3,8.98,115.7,EVO-PROJ-4,NA,5.139456913,T1,3,-74.7266326386654
10/11/13,Hickory King,EVO2A-3-5-1,7.25,57.63,EVO-PROJ-4,NA,5.139456913,T1,1,-41.0654884889002
10/11/13,Hickory King,EVO2A-3-5-2,7.3,59.19,EVO-PROJ-4,NA,5.139456913,T1,2,-42.0383539267547
10/11/13,Hickory King,EVO2A-3-5-3,7.51,58.67,EVO-PROJ-4,NA,5.139456913,T1,3,-46.1243887657435
10/11/13,Hickory King,EVO2A-3-6-1,6.78,60.75,EVO-PROJ-4,NA,5.139456913,T1,1,-31.920553373068
10/11/13,Hickory King,EVO2A-3-6-2,6.72,99.67,EVO-PROJ-4,NA,5.139456913,T1,2,-30.7531148476427
10/11/13,Hickory King,EVO2A-3-6-3,6.61,91.38,EVO-PROJ-4,NA,5.139456913,T1,3,-28.6128108843628
10/11/13,Hickory King,EVO2A-3-7-1,4.87,83.09,EVO-PROJ-4,NA,5.139456913,T1,1,5.24290635297325
10/11/13,Hickory King,EVO2A-3-7-2,4.5,97.08,EVO-PROJ-4,NA,5.139456913,T1,2,12.4421105930964
10/11/13,Hickory King,EVO2A-3-7-3,4.61,104.84,EVO-PROJ-4,NA,5.139456913,T1,3,10.3018066298166
10/11/13,Hickory King,EVO2A-4-1-1,9.76,77.38,EVO-PROJ-4,NA,5.139456913,T1,1,-89.9033334691953
10/11/13,Hickory King,EVO2A-4-1-2,9.53,93.97,EVO-PROJ-4,NA,5.139456913,T1,2,-85.4281524550646
10/11/13,Hickory King,EVO2A-4-1-3,9.48,127.06,EVO-PROJ-4,NA,5.139456913,T1,3,-84.4552870172102
10/11/13,Hickory King,EVO2A-4-2-1,8.07,97.6,EVO-PROJ-4,NA,5.139456913,T1,1,-57.0204816697137
10/11/13,Hickory King,EVO2A-4-2-2,8.48,123.45,EVO-PROJ-4,NA,5.139456913,T1,2,-64.9979782601205
10/11/13,Hickory King,EVO2A-4-2-3,8.39,74.26,EVO-PROJ-4,NA,5.139456913,T1,3,-63.2468204719824
10/14/13,Hickory King,EVO2A-4-3-1,8.75,101.54,EVO-PROJ-5,NA,5.139456913,T1,1,-70.2514516245347
10/14/13,Hickory King,EVO2A-4-3-2,8.48,126.47,EVO-PROJ-5,NA,5.139456913,T1,2,-64.9979782601205
10/14/13,Hickory King,EVO2A-4-3-3,8.13,144.16,EVO-PROJ-5,NA,5.139456913,T1,3,-58.1879201951391
10/14/13,Hickory King,EVO2A-4-4-1,8.79,90.64,EVO-PROJ-5,NA,5.139456913,T1,1,-71.0297439748183
10/14/13,Hickory King,EVO2A-4-4-2,8.87,93.75,EVO-PROJ-5,NA,5.139456913,T1,2,-72.5863286753855
10/14/13,Hickory King,EVO2A-4-4-3,8.87,75.1,EVO-PROJ-5,NA,5.139456913,T1,3,-72.5863286753855
10/14/13,Hickory King,EVO2A-4-5-1,8.48,74.58,EVO-PROJ-5,NA,5.139456913,T1,1,-64.9979782601205
10/14/13,Hickory King,EVO2A-4-5-2,8.35,73.54,EVO-PROJ-5,NA,5.139456913,T1,2,-62.4685281216988
10/14/13,Hickory King,EVO2A-4-5-3,8.3,69.92,EVO-PROJ-5,NA,5.139456913,T1,3,-61.4956626838444
10/14/13,Hickory King,EVO2A-4-6-1,8.43,91.68,EVO-PROJ-5,NA,5.139456913,T1,1,-64.025112822266
10/14/13,Hickory King,EVO2A-4-6-2,8.47,92.2,EVO-PROJ-5,NA,5.139456913,T1,2,-64.8034051725496
10/14/13,Hickory King,EVO2A-4-6-3,8.4,59.05,EVO-PROJ-5,NA,5.139456913,T1,3,-63.4413935595533
10/14/13,Hickory King,EVO2A-4-7-1,6.84,109.32,EVO-PROJ-5,NA,5.139456913,T1,1,-33.0879918984934
10/14/13,Hickory King,EVO2A-4-7-2,7.04,138.43,EVO-PROJ-5,NA,5.139456913,T1,2,-36.9794536499114
10/14/13,Hickory King,EVO2A-4-7-3,6.84,111.92,EVO-PROJ-5,NA,5.139456913,T1,3,-33.0879918984934
11/8/13,Hickory King,Madi-410-1,3.29,109.6,Evo-Proj-Prio-4,NA,5.139456913,T1,1,35.9854541891749
11/8/13,Hickory King,Madi-410-2,4.6,110.12,Evo-Proj-Prio-4,NA,5.139456913,T1,2,10.4963797173875
11/8/13,Hickory King,Madi-410-3,5.06,103.74,Evo-Proj-Prio-5,NA,5.139456913,T1,3,1.54601768912622
11/8/13,Hickory King,Madi-520-1,5.44,96.47,Evo-Proj-Prio-5,NA,5.139456913,T1,1,-5.84775963856787
11/8/13,Hickory King,Madi-520-2,5.18,80.34,Evo-Proj-Prio-5,NA,5.139456913,T1,2,-0.788859361724542
11/8/13,Hickory King,Madi-520-3,4.88,94.91,Evo-Proj-Prio-5,NA,5.139456913,T1,3,5.04833326540236
11/8/13,Hickory King,Madi-629-1,5.02,81.9,Evo-Proj-Prio-5,NA,5.139456913,T1,1,2.32431003940981
11/8/13,Hickory King,Madi-629-2,4.5,115.14,Evo-Proj-Prio-5,NA,5.139456913,T1,2,12.4421105930964
11/8/13,Hickory King,Madi-629-3,5,96.99,Evo-Proj-Prio-5,NA,5.139456913,T1,3,2.7134562145516
10/14/13,Jala, Nayarit,EVO2C-1-1-1,-0.09,73.36,EVO-PROJ-5,2.4,5.139456913,T1,1,101.751157788138
10/14/13,Jala, Nayarit,EVO2C-1-1-2,-0.12,113.91,EVO-PROJ-5,4.1,5.139456913,T1,2,102.334877050851
10/14/13,Jala, Nayarit,EVO2C-1-1-3,-0.13,80.08,EVO-PROJ-5,3,5.139456913,T1,3,102.529450138422
10/14/13,Jala, Nayarit,EVO2C-1-2-1,1.15,98.08,EVO-PROJ-5,2.5,5.139456913,T1,1,77.6240949293469
10/14/13,Jala, Nayarit,EVO2C-1-2-2,1.51,106.27,EVO-PROJ-5,3.1,5.139456913,T1,2,70.6194637767946
10/14/13,Jala, Nayarit,EVO2C-1-2-3,1.52,93.47,EVO-PROJ-5,2.4,5.139456913,T1,3,70.4248906892237
10/17/13,Jala, Nayarit,EVO2C-1-3-1,3.61,71.53,EVO-PROJ-6,2.5,5.139456913,T1,1,29.7591153869063
10/17/13,Jala, Nayarit,EVO2C-1-3-2,4.31,75.66,EVO-PROJ-6,3,5.139456913,T1,2,16.1389992569435
10/17/13,Jala, Nayarit,EVO2C-1-3-3,3.57,77.21,EVO-PROJ-6,2.7,5.139456913,T1,3,30.5374077371898
10/17/13,Jala, Nayarit,EVO2C-1-4-1,2.08,68.43,EVO-PROJ-6,2.6,5.139456913,T1,1,59.5287977852535
10/17/13,Jala, Nayarit,EVO2C-1-4-2,1.76,73.59,EVO-PROJ-6,2.6,5.139456913,T1,2,65.7551365875222
10/17/13,Jala, Nayarit,EVO2C-1-4-3,1.68,79.79,EVO-PROJ-6,3.1,5.139456913,T1,3,67.3117212880893
10/17/13,Jala, Nayarit,EVO2C-1-6-1,6.26,127.94,EVO-PROJ-6,4.4,5.139456913,T1,1,-21.8027528193814
10/17/13,Jala, Nayarit,EVO2C-1-6-2,6.03,87.03,EVO-PROJ-6,3.2,5.139456913,T1,2,-17.3275718052508
10/17/13,Jala, Nayarit,EVO2C-1-6-3,6.29,100.99,EVO-PROJ-6,3.4,5.139456913,T1,3,-22.3864720820941
10/17/13,Jala, Nayarit,EVO2C-2-1-1,1.33,71.01,EVO-PROJ-6,2.9,5.139456913,T1,1,74.1217793530707
10/17/13,Jala, Nayarit,EVO2C-2-1-2,0.87,69.98,EVO-PROJ-6,2.8,5.139456913,T1,2,83.072141381332
10/17/13,Jala, Nayarit,EVO2C-2-1-3,0.74,71.53,EVO-PROJ-6,3.1,5.139456913,T1,3,85.6015915197536
10/17/13,Jala, Nayarit,EVO2C-2-2-1,2.88,83.41,EVO-PROJ-6,2.8,5.139456913,T1,1,43.9629507795817
10/17/13,Jala, Nayarit,EVO2C-2-2-2,2.83,81.34,EVO-PROJ-6,2.8,5.139456913,T1,2,44.9358162174362
10/17/13,Jala, Nayarit,EVO2C-2-2-3,2.47,98.92,EVO-PROJ-6,3.4,5.139456913,T1,3,51.9404473699885
10/17/13,Jala, Nayarit,EVO2C-2-3-1,2.21,77.72,EVO-PROJ-6,3.5,5.139456913,T1,1,56.9993476468318
10/17/13,Jala, Nayarit,EVO2C-2-3-2,2.19,65.33,EVO-PROJ-6,2.6,5.139456913,T1,2,57.3884938219736
10/17/13,Jala, Nayarit,EVO2C-2-3-3,2.02,82.89,EVO-PROJ-6,3.2,5.139456913,T1,3,60.6962363106788
10/17/13,Jala, Nayarit,EVO2C-2-4-1,5.96,85.99,EVO-PROJ-6,3,5.139456913,T1,1,-15.9655601922545
10/17/13,Jala, Nayarit,EVO2C-2-4-2,5.95,90.64,EVO-PROJ-6,3.3,5.139456913,T1,2,-15.7709871046836
